"session_id	topic_id	query	query_id	doc_url	id"
"7	8	submarines kursk submarine sinking sink	0	https://en.wikipedia.org/wiki/Kursk_(film)	72"
"7	8	submarines kursk submarine sinking sink	0	https://en.wikipedia.org/wiki/Rescue_buoy_(submarine)	73"
"7	8	submarines kursk submarine sinking sink	0	https://en.wikipedia.org/wiki/Sochi	74"
"7	8	submarines kursk submarine sinking sink	0	https://www.britannica.com/event/Kursk-submarine-disaster	75"
"7	8	submarines kursk submarine sinking sink	0	https://www.marineinsight.com/maritime-history/mysterious-horrific-maritime-disaster-the-story-of-the-kursk-disaster/	76"
"7	8	submarines kursk submarine sinking sink	0	https://www.navytimes.com/flashpoints/2021/11/22/russian-admiral-kursk-disaster-caused-by-nato-sub/	77"
"7	8	submarines kursk submarine sinking sink	0	https://www.popularmechanics.com/military/navy-ships/a23494010/kursk-submarine-disaster/	78"
"7	8	submarines kursk submarine sinking sink	0	https://www.theguardian.com/world/2001/aug/05/kursk.russia	79"
"8	9	bollywood india growth mumbai industry	0	https://www.indiewire.com/news/general-news/why-is-bollywood-such-a-powerful-industry-mumbai-provides-an-answer-33491/	80"
"8	9	bollywood india growth mumbai industry	0	http://www.graduate.umaryland.edu/gsa/gazette/August-2018/Bollywood-A-Glimpse-Into-Indias-Evolution/	81"
"8	9	bollywood india growth mumbai industry	0	https://www.forbes.com/sites/niallmccarthy/2014/09/03/bollywood-indias-film-industry-by-the-numbers-infographic/	82"
"8	9	bollywood india growth mumbai industry	0	https://en.wikipedia.org/wiki/Cinema_of_India	83"
"8	9	bollywood india growth mumbai industry	0	https://www.isc.hbs.edu/Documents/resources/courses/moc-course-at-harvard/pdf/student-projects/India_(Maharashtra)_Film_2008.pdf	84"
"8	9	bollywood india growth mumbai industry	0	https://www.reuters.com/article/idINIndia-48085620100429	85"
"8	9	bollywood india growth mumbai industry	0	https://www.jstor.org/stable/45073039	86"
"8	9	bollywood india growth mumbai industry	0	http://www.kspjournals.org/index.php/JEST/article/view/746	87"
"8	9	bollywood india growth mumbai industry	0	https://www.aljazeera.com/opinions/2022/11/11/bollywood-crisis-changes-or-dies	88"
"8	9	bollywood india growth mumbai industry	0	https://www.bollycurves.com/resources/what-is-bollywood	89"
"9	10	essay tax argument argue government	0	https://www.bartleby.com/essay/Tax-Cut-Argument-Essay-FCGC7K4SGCM	90"
"9	10	essay tax argument argue government	0	https://www.imf.org/external/pubs/ft/issues/issues27/	91"
"9	10	essay tax argument argue government	0	https://ivypanda.com/essays/personal-income-tax-arguments-for-and-against/	92"
"9	10	essay tax argument argue government	0	https://ivypanda.com/essays/tax-cuts/	93"
"9	10	essay tax argument argue government	0	https://opencommons.uconn.edu/cgi/viewcontent.cgi?article=2270&context=gs_theses	94"
"9	10	essay tax argument argue government	0	https://scholarworks.gsu.edu/cgi/viewcontent.cgi?article=1017&context=econ_diss	95"
"9	10	essay tax argument argue government	0	https://scholarworks.gsu.edu/cgi/viewcontent.cgi?article=1030&context=econ_diss	96"
"9	10	essay tax argument argue government	0	https://www.brookings.edu/wp-content/uploads/2016/06/09_effects_income_tax_changes_economic_growth_gale_samwick.pdf	97"
"9	10	essay tax argument argue government	0	https://www.taxpolicycenter.org/briefing-book/what-do-economists-agree-and-disagree-about-effects-taxes-economic-growth	98"
"9	10	essay tax argument argue government	0	https://www.irs.gov/privacy-disclosure/the-truth-about-frivolous-tax-arguments-section-i-d-to-e	99"
"10	11	infants developmental milestones age culture	0	https://lifestyle.howstuffworks.com/family/parenting/parenting-tips/child-development-milestones.htm	100"
"10	11	infants developmental milestones age culture	0	https://lifestyle.howstuffworks.com/family/parenting/parenting-tips/child-development-milestones.htm#pt1	101"
"10	11	infants developmental milestones age culture	0	https://lifestyle.howstuffworks.com/family/parenting/parenting-tips/child-development-milestones.htm#pt2	102"
"10	11	infants developmental milestones age culture	0	https://lifestyle.howstuffworks.com/family/parenting/parenting-tips/child-development-milestones.htm#pt4	103"
"10	11	infants developmental milestones age culture	0	https://www.frontiersin.org/articles/10.3389/fpsyg.2020.00119/full	104"
"10	11	infants developmental milestones age culture	0	https://www.frontiersin.org/articles/10.3389/fpsyg.2020.00119/full#h2	105"
"10	11	infants developmental milestones age culture	0	https://www.frontiersin.org/articles/10.3389/fpsyg.2020.00119/full#h3	106"
"10	11	infants developmental milestones age culture	0	https://www.frontiersin.org/articles/10.3389/fpsyg.2020.00119/full#h4	107"
"10	11	infants developmental milestones age culture	0	https://www.frontiersin.org/articles/10.3389/fpsyg.2020.00119/full#h5	108"
"10	11	infants developmental milestones age culture	0	https://www.sciencenews.org/article/culture-helps-shape-when-babies-learn-walk	109"
"11	12	weddings wedding ceremonies traditions cultures	0	https://i.insider.com/5ad640d88fc71e2f008b4586?width=1136&format=jpeg&sa=X&ved=2ahUKEwjdt7-jjZ6AAxWVTDABHYgxC3sQ_B16BAgBEAI	110"
"11	12	weddings wedding ceremonies traditions cultures	0	https://www.insider.com/wedding-traditions-around-the-world-2018-4	111"
"11	12	weddings wedding ceremonies traditions cultures	0	https://www.brides.com/gallery/wedding-traditions-around-the-world	112"
"11	12	weddings wedding ceremonies traditions cultures	0	https://www.beau-coup.com/cultural-traditions-weddings.htm	113"
"11	12	weddings wedding ceremonies traditions cultures	0	https://www.beau-coup.com/cultural-traditions-weddings.htm#african	114"
"11	12	weddings wedding ceremonies traditions cultures	0	https://www.beau-coup.com/cultural-traditions-weddings.htm#french	115"
"11	12	weddings wedding ceremonies traditions cultures	0	https://www.beau-coup.com/cultural-traditions-weddings.htm#japanese	116"
"11	12	weddings wedding ceremonies traditions cultures	0	https://www.theknot.com/content/favorite-wedding-traditions-from-around-the-world	117"
"11	12	weddings wedding ceremonies traditions cultures	0	https://www.theknot.com/content/favorite-wedding-traditions-from-around-the-world#3-black-and-african-american	118"
"11	12	weddings wedding ceremonies traditions cultures	0	https://www.theknot.com/content/favorite-wedding-traditions-from-around-the-world#8-congolese-wedding-traditions	119"
"12	13	france french 1998 studies reactions	0	https://www.academia.edu/30335884/Football_Race_and_the_Republic_A_Study_of_Reactions_to_France_s_1998_World_Cup_Victory	120"
"12	13	france french 1998 studies reactions	0	https://www.jstor.org/stable/26378219	121"
"12	13	france french 1998 studies reactions	0	https://www.jstor.org/stable/40326165	122"
"12	13	france french 1998 studies reactions	0	https://www.brookings.edu/articles/frances-35-hour-work-week-flexibility-through-regulation/	123"
"12	13	france french 1998 studies reactions	0	https://www.nytimes.com/1998/09/13/us/testing-president-reaction-abroad-stupefaction-france-but-calls-for-resignation.html	124"
"12	13	france french 1998 studies reactions	0	https://guides.loc.gov/women-in-the-french-revolution/revolutions-rebellions/1789-1830-1848	125"
"12	13	france french 1998 studies reactions	0	https://www.cyclingnews.com/news/lance-armstrong-reacts-to-french-report-into-1998-tour-positives/	126"
"12	13	france french 1998 studies reactions	0	https://www.amazon.com/Galileo-France-Reactions-Comparative-Literatures/dp/082045768X	127"
"12	13	france french 1998 studies reactions	0	https://www.reuters.com/article/us-soccer-world-m35-esp-history/spain-farewell-carries-sad-echo-of-france-1998-idUSKBN0EW0JY20140621	128"
"12	13	france french 1998 studies reactions	0	https://link.springer.com/chapter/10.1007/978-3-319-51664-6_5	129"
"13	14	naturalism evidence philosophy argument existence	0	https://plato.stanford.edu/entries/naturalism/	130"
"13	14	naturalism evidence philosophy argument existence	0	https://en.wikipedia.org/wiki/Naturalism_(philosophy)	131"
"13	14	naturalism evidence philosophy argument existence	0	https://en.wikipedia.org/wiki/Naturalism_(philosophy)#History_of_naturalism	132"
"13	14	naturalism evidence philosophy argument existence	0	https://en.wikipedia.org/wiki/Naturalism_(philosophy)#Providing_assumptions_required_for_science	133"
"13	14	naturalism evidence philosophy argument existence	0	https://en.wikipedia.org/wiki/Naturalism_(philosophy)#Methodological_naturalism	134"
"13	14	naturalism evidence philosophy argument existence	0	https://www.newdualism.org/papers/D.Synnestvedt/naturalism.htm	135"
"13	14	naturalism evidence philosophy argument existence	0	https://iep.utm.edu/naturali/	136"
"13	14	naturalism evidence philosophy argument existence	0	https://encyclopedia.pub/entry/36519	137"
"13	14	naturalism evidence philosophy argument existence	0	https://reasonsforgod.org/why-naturalism-is-false-or-irrational/	138"
"13	14	naturalism evidence philosophy argument existence	0	https://www.jstor.org/stable/23013336	139"
"14	15	voip providers phones phone internet	0	https://www.voipreview.org/mobile-voip-providers	140"
"14	15	voip providers phones phone internet	0	https://www.forbes.com/advisor/business/software/best-voip-service/	141"
"14	15	voip providers phones phone internet	0	https://www.forbes.com/advisor/business/best-voip-cell-phone-service/	142"
"14	15	voip providers phones phone internet	0	https://www.g2.com/categories/voip	143"
"14	15	voip providers phones phone internet	0	https://wpforms.com/best-business-voip-and-internet-phone-systems/	144"
"14	15	voip providers phones phone internet	0	https://wpforms.com/best-business-voip-and-internet-phone-systems/#1_Nextiva	145"
"14	15	voip providers phones phone internet	0	https://wpforms.com/best-business-voip-and-internet-phone-systems/#2_RingCentral	146"
"14	15	voip providers phones phone internet	0	https://wpforms.com/best-business-voip-and-internet-phone-systems/#3_Ooma_Office_Phone	147"
"14	15	voip providers phones phone internet	0	https://wpforms.com/best-business-voip-and-internet-phone-systems/#5_Grasshopper	148"
"14	15	voip providers phones phone internet	0	https://www.pcmag.com/picks/finally-ditch-that-landline-the-best-voip-home-phone-services	149"
"15	16	fitness exercises diets fit achieve	0	https://www.nia.nih.gov/health/infographics/diet-and-exercise-choices-today-healthier-tomorrow	150"
"15	16	fitness exercises diets fit achieve	0	https://www.excellenceinfitness.com/blog/nutrition-for-fitness-training-the-facts-you-need-to-know	151"
"15	16	fitness exercises diets fit achieve	0	https://www.healthline.com/health/fitness-exercise-eating-healthy	152"
"15	16	fitness exercises diets fit achieve	0	https://www.healthline.com/health/fitness-exercise-eating-healthy#breakfast	153"
"15	16	fitness exercises diets fit achieve	0	https://www.healthline.com/health/fitness-exercise-eating-healthy#carbohydrates	154"
"15	16	fitness exercises diets fit achieve	0	https://www.healthline.com/health/fitness-exercise-eating-healthy#protein	155"
"15	16	fitness exercises diets fit achieve	0	https://www.healthline.com/health/fitness-exercise-eating-healthy#fruits-and-vegetables	156"
"15	16	fitness exercises diets fit achieve	0	https://www.health.com/weight-loss/30-simple-diet-and-fitness-tips	157"
"15	16	fitness exercises diets fit achieve	0	https://www.today.com/health/diet-fitness	158"
"15	16	fitness exercises diets fit achieve	0	https://www.muscleandfitness.com/nutrition/healthy-eating/ultimate-diet-plan-beginners/	159"
"16	17	depression unhappy sleep suffering nights	0	https://www.sleepfoundation.org/mental-health/depression-and-sleep	160"
"16	17	depression unhappy sleep suffering nights	0	https://www.hopkinsmedicine.org/health/wellness-and-prevention/depression-and-sleep-understanding-the-connection	161"
"16	17	depression unhappy sleep suffering nights	0	https://www.webmd.com/depression/sleep-depression	162"
"16	17	depression unhappy sleep suffering nights	0	https://www.healthline.com/health/depression-at-night	163"
"16	17	depression unhappy sleep suffering nights	0	https://www.medicalnewstoday.com/articles/depression-at-night	164"
"16	17	depression unhappy sleep suffering nights	0	https://www.mind.org.uk/information-support/types-of-mental-health-problems/sleep-problems/about-sleep-and-mental-health/	165"
"16	17	depression unhappy sleep suffering nights	0	https://www.colorado.edu/health/blog/depression	166"
"16	17	depression unhappy sleep suffering nights	0	https://drtmstherapy.com/more-depressed-at-night/	167"
"16	17	depression unhappy sleep suffering nights	0	https://www.verywellmind.com/why-am-i-depressed-only-at-night-1066892	168"
"16	17	depression unhappy sleep suffering nights	0	https://health.clevelandclinic.org/what-you-should-know-about-the-relationship-between-oversleeping-and-depression/	169"
"17	18	pseudocyesis pregnancy pregnant disorder clinical	0	https://my.clevelandclinic.org/health/diseases/24255-pseudocyesis	170"
"17	18	pseudocyesis pregnancy pregnant disorder clinical	0	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3361851/	171"
"17	18	pseudocyesis pregnancy pregnant disorder clinical	0	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3361851/#abstract-1title	172"
"17	18	pseudocyesis pregnancy pregnant disorder clinical	0	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3361851/#sec1-1title	173"
"17	18	pseudocyesis pregnancy pregnant disorder clinical	0	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3361851/#sec1-2title	174"
"17	18	pseudocyesis pregnancy pregnant disorder clinical	0	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3361851/#sec1-3title	175"
"17	18	pseudocyesis pregnancy pregnant disorder clinical	0	https://www.uptodate.com/contents/pseudocyesis	176"
"17	18	pseudocyesis pregnancy pregnant disorder clinical	0	https://www.webmd.com/baby/false-pregnancy-pseudocyesis	177"
"17	18	pseudocyesis pregnancy pregnant disorder clinical	0	https://www.osmosis.org/answers/pseudocyesis	178"
"17	18	pseudocyesis pregnancy pregnant disorder clinical	0	https://www.healthline.com/health/pregnancy/phantom-pregnancy	179"
"18	19	pocono pennsylvania mountains winter vacation	0	https://www.poconomountains.com/plan-your-vacation/seasons/winter/	180"
"18	19	pocono pennsylvania mountains winter vacation	0	https://www.poconomountains.com/things-to-do/ski-snow-activities/places-to-stay/	181"
"18	19	pocono pennsylvania mountains winter vacation	0	https://thefrenchmanor.com/blog/things-to-do-in-the-poconos-in-winter/	182"
"18	19	pocono pennsylvania mountains winter vacation	0	https://mainlinetoday.com/travel/8-cozy-pocono-area-getaways-perfect-for-a-winter-escape/	183"
"18	19	pocono pennsylvania mountains winter vacation	0	https://www.discovernepa.com/articles-and-stories/winter-break-at-pocono-resorts/	184"
"18	19	pocono pennsylvania mountains winter vacation	0	https://selectregistry.com/blog/best-places-to-stay-in-the-poconos/	185"
"18	19	pocono pennsylvania mountains winter vacation	0	https://www.phillymag.com/life-style/poconos-winter/	186"
"18	19	pocono pennsylvania mountains winter vacation	0	https://www.poconomountainrentals.com/winter-vacation-homes/	187"
"18	19	pocono pennsylvania mountains winter vacation	0	https://traveltips.usatoday.com/winter-resorts-poconos-18123.html	188"
"18	19	pocono pennsylvania mountains winter vacation	0	https://www.visitpa.com/article/pocono-mountains-ski-resorts-ultimate-family-snow-day	189"
"19	20	roof reduce sun temperature conditioning	0	https://www.energy.gov/energysaver/cool-roofs	190"
"19	20	roof reduce sun temperature conditioning	0	https://basc.pnnl.gov/resource-guides/cool-roofs-and-walls-reduce-heat-gain	191"
"19	20	roof reduce sun temperature conditioning	0	https://heatisland.lbl.gov/coolscience/cool-roofs	192"
"19	20	roof reduce sun temperature conditioning	0	https://savingenergyforlife.com/blog/solar-panels-lower-your-rooftop-temperature	193"
"19	20	roof reduce sun temperature conditioning	0	https://www.sciencedirect.com/science/article/pii/S2666123321000209	194"
"19	20	roof reduce sun temperature conditioning	0	https://www.sciencedirect.com/science/article/pii/S037877881733743X	195"
"19	20	roof reduce sun temperature conditioning	0	https://www.epa.gov/heatislands/using-cool-roofs-reduce-heat-islands	196"
"19	20	roof reduce sun temperature conditioning	0	https://www.eesi.org/papers/view/fact-sheet-cool-roofs	197"
"19	20	roof reduce sun temperature conditioning	0	https://www.envirocoatingsusa.com/cool-roof/	198"
"19	20	roof reduce sun temperature conditioning	0	https://www.soprema-international.com/en/article/dossier-thematique/cool-roof-reduces-heat-islands-effects	199"
"20	21	hydropower hydroelectric renewable dams fuels	0	https://www.usgs.gov/special-topics/water-science-school/science/hydroelectric-power-water-use	200"
"20	21	hydropower hydroelectric renewable dams fuels	0	https://www.iea.org/energy-system/renewables/hydropower	201"
"20	21	hydropower hydroelectric renewable dams fuels	0	https://www.energy.gov/eere/water/benefits-hydropower	202"
"20	21	hydropower hydroelectric renewable dams fuels	0	https://www.energy.gov/eere/water/how-hydropower-works	203"
"20	21	hydropower hydroelectric renewable dams fuels	0	https://www.energy.gov/eere/water/hydropower-basics	204"
"20	21	hydropower hydroelectric renewable dams fuels	0	https://www.energy.gov/eere/water/hydropower-program	205"
"20	21	hydropower hydroelectric renewable dams fuels	0	https://www.energy.gov/eere/water/history-hydropower	206"
"20	21	hydropower hydroelectric renewable dams fuels	0	https://www.theguardian.com/sustainable-business/2016/nov/06/hydropower-hydroelectricity-methane-clean-climate-change-study	207"
"20	21	hydropower hydroelectric renewable dams fuels	0	https://www.nationalgeographic.org/encyclopedia/hydroelectric-energy/	208"
"20	21	hydropower hydroelectric renewable dams fuels	0	https://www.enelgreenpower.com/learning-hub/renewable-energies/hydroelectric-energy/advantages	209"
"21	22	mitigating guns banning violence constitutional	0	https://www.theregreview.org/2022/02/23/penava-arguments-against-statutory-second-amendment/	210"
"21	22	mitigating guns banning violence constitutional	0	https://news.bloomberglaw.com/litigation/domestic-violence-tied-gun-ownership-ban-ruled-unconstitutional	211"
"21	22	mitigating guns banning violence constitutional	0	https://majorcitieschiefs.com/wp-content/uploads/2021/03/MCCA-Statement-for-the-Record-03.23.21-Senate-Judiciary-Committee-Hearing.pdf	212"
"21	22	mitigating guns banning violence constitutional	0	https://www.nbcnews.com/politics/supreme-court/supreme-court-says-second-amendment-guarantees-right-carry-guns-public-rcna17721	213"
"21	22	mitigating guns banning violence constitutional	0	https://library.ship.edu/c.php?g=21651&p=126895	214"
"21	22	mitigating guns banning violence constitutional	0	https://www.nejm.org/doi/full/10.1056/NEJMp2210269	215"
"21	22	mitigating guns banning violence constitutional	0	https://www.jstor.org/stable/25781065	216"
"21	22	mitigating guns banning violence constitutional	0	https://www.preventioninstitute.org/focus-areas/preventing-violence-and-reducing-injury/preventing-violence-advocacy	217"
"21	22	mitigating guns banning violence constitutional	0	https://www.cnn.com/2022/06/23/politics/supreme-court-guns-second-amendment-new-york-bruen/index.html	218"
"21	22	mitigating guns banning violence constitutional	0	https://www.coloradopolitics.com/governor/advocates-call-for-unconstitutional-gun-ban-from-polis-at-capitol-sit-in/article_ad36248c-03c8-11ee-9f96-d37cb78f1364.html	219"
"22	23	homicides massacre hobart shooting arthur	0	https://www.nma.gov.au/defining-moments/resources/port-arthur-massacre	220"
"22	23	homicides massacre hobart shooting arthur	0	https://en.wikipedia.org/wiki/Port_Arthur_massacre_(Australia)	221"
"22	23	homicides massacre hobart shooting arthur	0	https://en.wikipedia.org/wiki/Martin_Bryant	222"
"22	23	homicides massacre hobart shooting arthur	0	https://en.wikipedia.org/wiki/List_of_massacres_in_Australia	223"
"22	23	homicides massacre hobart shooting arthur	0	https://en.wikipedia.org/wiki/Gun_laws_of_Australia	224"
"22	23	homicides massacre hobart shooting arthur	0	https://en.wikipedia.org/wiki/Port_Arthur_massacre_(Australia)	225"
"22	23	homicides massacre hobart shooting arthur	0	https://www.britannica.com/event/Port-Arthur-Massacre	226"
"22	23	homicides massacre hobart shooting arthur	0	https://www.history.com/this-day-in-history/port-arthur-massacre-in-australia	227"
"22	23	homicides massacre hobart shooting arthur	0	https://www.nbcnews.com/news/world/port-arthur-massacre-shooting-spree-changed-australia-gun-laws-n396476	228"
"22	23	homicides massacre hobart shooting arthur	0	https://www.washingtonpost.com/archive/politics/1996/04/29/gunman-kills-32-people-in-australia/ad64ad58-cca3-4296-bfb7-a807dc61c902/	229"
"23	24	bull drinks drink red ban	0	https://www.fodors.com/news/photos/11-strange-food-and-drink-bans-around-the-world	230"
"23	24	bull drinks drink red ban	0	https://reizeclub.com/red-bull-banned-france/	231"
"23	24	bull drinks drink red ban	0	https://www.nutraingredients.com/Article/2009/06/05/red-bull-ban-is-a-knee-jerk-reaction-says-trade-group	232"
"23	24	bull drinks drink red ban	0	https://www.medicalnewstoday.com/articles/5753	233"
"23	24	bull drinks drink red ban	0	https://www.reuters.com/article/us-france-redbull/france-ends-12-year-ban-on-energy-drink-red-bull-idUSL1576964720080715	234"
"23	24	bull drinks drink red ban	0	https://www.quora.com/Why-is-Red-Bull-banned-in-several-countries	235"
"23	24	bull drinks drink red ban	0	https://www.quora.com/Is-RedBull-illegal-in-some-countries	236"
"23	24	bull drinks drink red ban	0	https://www.quora.com/Why-is-Red-Bull-banned-in-countries-like-Iran	237"
"23	24	bull drinks drink red ban	0	https://www.beveragedaily.com/Article/2009/05/26/germans-ban-red-bull-over-cocaine-content	238"
"23	24	bull drinks drink red ban	0	https://www.dailymail.co.uk/news/article-1336957/Americas-ban-non-alcoholic-energy-drinks-proposed-Long-Island.html	239"
"24	25	dehumidifier buy value money makes	0	https://www.nytimes.com/wirecutter/reviews/best-dehumidifier/	240"
