,query_order,query_len,session_end,query_dwell_time,BEGIN_SEARCH_count,JUMP_IN_count,MOUSE_MOVE_count,JUMP_OUT_count,QUERY_REFORM_count,HOVER_count,CLICK_count,SCROLL_count,OVER_count,SEARCH_END_count,GOTO_PAGE_count,clicked_doc_count,query_relevance_count,query_key_count,task_relevance_count,task_key_count,query_nDCG3,query_nDCG5,query_nDCG10,task_nDCG3,task_nDCG5,task_nDCG10,query_precision3,query_precision5,query_precision10,task_precision3,task_precision5,task_precision10,num_of_click3,ave_query_relevant_score,ave_task_relevant_score,new_unique_query_terms_num,query_similarity,click_precision_query,click_precision_task,num_of_click5,num_of_click10,click_depth,state
10,1,6,0,484293.8201325005,1,2,507,5,1,-4,0,161,0,0,0,3,1,2,2,2,0.6428537067068101,0.9956645565161717,0.9384248192773917,0.9527315143790781,0.9474835897812395,0.8989856009065329,0.6507608337673404,0.9835662790292568,1.0140564051662044,1.0320452818120531,1.0233580718180681,0.8855904892485613,1,0.37549678454353397,1.3488872431890142,0.9593648762857707,1.0051926783761946,0.9934184432470341,0.7634440847836946,1,0,-1,0
11,5,8,0,253382.94446853426,2,4,43,0,0,39,4,187,1,0,0,1,0,0,0,1,0.6940528385452289,0.5753217729011075,0.8276547320279254,0.5225095267291641,0.3122463152540381,0.9358284634895823,0.6585947664518295,0.9818030200071153,-0.02457339737796302,1.0006450600828722,0.7893178198109325,1.0082898698208704,1,2.045350995320096,1.2414253496151504,-0.13920444452618622,0.4458491432424765,0.9778345456834626,0.9962948069610912,2,0,26,0
12,1,9,0,59816.56758309934,0,6,87,1,0,36,1,-1,1,0,0,5,2,0,1,1,0.14919117404070328,0.7080329562064813,1.0519669572803856,0.6663232470712084,0.8184637804315991,0.9644421519257663,0.6955193629147878,0.8034302897707042,0.7898050381142759,1.0236538819756764,0.784933020299315,1.0007606558232431,0,1.2418265410769378,2.0676969072011984,0.9221334044892313,-0.14138066779090425,0.9741718321742759,0.7196176831720722,1,0,0,0
13,2,0,0,35200.97207088254,1,0,77,7,1,30,2,133,0,0,0,0,0,0,0,0,0.6703335023792266,0.9267223378919378,0.9351750263380323,0.18856957249626946,1.11135614079736,0.7861211437297648,0.996706789706101,0.7726968894128919,0.9722281078504699,0.6824906518365357,1.007020085433257,0.4173267345267207,2,-0.17059852261616676,0.40256307456591084,0.2173842488798074,0.3149214951374644,1.0010944879484054,0.9672050349596367,6,0,4,1
14,1,11,0,320577.5433249979,0,0,0,1,1,42,3,11,1,0,0,2,2,0,0,0,0.5860441108943252,-0.21382292297053396,0.8706028583090443,0.421537437990457,0.7838140836096423,0.9838782211711325,0.6690037240939064,0.9869285757776982,0.8620382409010685,1.0259882826067033,0.8324742950266721,0.9781356570563294,0,-0.09687829584628642,1.2561432889781625,-0.046176307444913745,-0.03272542006689369,0.9956522252186736,0.5852333714156962,1,0,10,0
15,8,7,0,63906.67874759094,0,3,101,2,2,27,2,44,1,0,0,0,3,0,1,1,0.7093205946188997,0.8430025877862517,0.6901175173151576,0.30210066379801653,0.4111529760667011,0.650824448899887,0.6532698998828848,-0.01589077204124656,1.0071691312632944,0.6754321790090321,1.0092716389739094,0.8643058202615337,0,-0.2186324788023514,2.0225365684090635,-0.02599592400321854,0.03479425393649003,1.0201997890971186,0.7238185868183403,0,1,4,2
16,1,12,0,69115.4904252069,4,2,209,1,0,7,1,-10,0,0,0,3,1,2,1,0,-0.16039273605217902,0.6105532130320356,0.8578620827343555,0.3244944052145248,0.4856438233392244,0.9992806616524358,1.003179325467783,0.21542006279522508,0.7802452978289273,0.645833237547517,0.05712719039031046,0.8968235135661728,0,2.6620885458638415,2.501734801658557,-0.06746057084389973,0.05888306125294159,-0.04825015172813393,0.8641926880914568,5,0,1,1
17,1,5,0,182889.54918221213,0,2,96,2,1,53,1,-3,0,0,0,2,2,2,2,0,-0.09833132705298064,0.5448426902719624,0.9058451510965293,0.5853102554873048,1.1008652685410432,0.9235007347021342,0.9914562401467922,0.5048654860900744,0.6389384275601485,1.0300438228924023,1.0039865625774,0.9780324631371524,0,1.8872709527380296,2.7353538720067285,0.9444379880259453,0.04364971337418639,0.9817499448325728,0.46626331999100923,0,0,5,0
18,1,5,0,288693.7737918274,0,1,5,0,0,22,1,-10,0,0,0,4,0,2,1,1,0.9458900842327382,0.8524095050898708,0.6400411669399065,0.42625930307968296,0.538257737110193,0.9674928252568903,0.6268318880507537,0.7679399486852085,0.8744898245382212,1.0254243197042034,0.9760915479392868,0.8182836600949608,0,2.8099629716775616,1.1909642751713452,0.03069526540699676,1.0311033215688084,0.9807353393936478,0.9497319337774723,1,0,0,1
19,4,2,0,60875.725126160396,1,1,230,2,0,23,0,-4,0,0,0,3,1,1,1,0,0.7588311523179431,0.20118469959819069,0.22235473776509415,0.3646509608814473,0.8627120474731294,0.7005409413460908,1.0067195452860846,0.8937870709648987,0.8676813787600124,1.0166418583883876,1.000325950311649,0.8264854118609818,0,-0.24168589495913875,2.097819122078219,0.9308342349499498,0.05732137740968929,0.011144048596801143,0.9499055624374668,1,0,-1,0
20,2,6,0,1685.7951841320391,2,1,36,3,0,0,2,-10,0,0,0,0,1,0,3,0,0.1704884840023103,0.7352248323929693,0.6669123941119727,0.5033876527027664,-0.136298968155794,-0.014831025981834146,0.9940146085355166,1.0088987918797223,0.8711056916804127,1.0284022285616063,0.9693441308376811,1.0263456018777555,0,-0.1745218966271223,2.0056895490732236,0.9390026407608256,0.01421170390380972,0.97139122337087,1.0359336580545366,0,0,10,1
21,1,6,0,279813.8503940571,0,1,91,2,0,46,2,28,0,0,0,1,0,0,0,1,0.5312352380390243,0.4984975974137509,0.914085658869421,0.6392107620491829,0.9163136890774065,0.8751911891351354,0.9893660446454281,0.9973002051353287,0.9033045379877829,0.6354473443968439,0.9791875696958873,0.7136528090918791,1,0.5107090554346804,0.04691363605457726,0.09085370139128662,-0.06062812219684542,1.032842870241868,0.9808416028806702,2,0,6,1
22,2,15,0,106476.86966768373,0,7,12,0,0,3,2,-7,0,0,0,0,1,0,0,2,0.6516409584423886,0.27802102832931275,0.7292575601563058,0.40088502471215964,0.7574432642929094,0.9779934500027857,0.9806687964628987,0.04210460857942129,0.8140234050743477,1.012023674355606,1.0012972198853867,0.9202834340688428,1,2.8515666273202984,1.8212562548888642,-0.053985245376689917,0.029841100854931715,1.0114781001962727,-0.12593544040053145,0,0,5,1
23,2,1,0,60217.72333000794,0,1,192,2,0,13,2,6,1,0,0,2,0,0,1,1,0.48760740514905326,-0.14935871155910013,0.6051007339770417,0.7882300294406048,0.4942123938108397,0.888931835024117,1.0098434006138355,0.7781961051917027,0.9708638277560292,0.6560269870243993,1.0018321505443246,0.9188742451733171,0,0.11439337502619656,2.198433149892728,-0.009702852078932456,-0.011256724204689074,0.966148964961081,0.6209431120972388,2,0,4,1
24,2,10,0,213893.69580935614,1,2,24,2,1,20,0,163,0,0,0,2,1,0,0,2,0.48023745602784007,0.9021001493729042,0.6243321481396016,0.03181995147478423,0.9970027261534736,0.7631720441629628,0.9763806247172636,0.5268171799495995,1.008519485599884,0.5463466209005146,1.0003479813595841,0.7802912023069433,0,0.8426702149950477,2.1987854318275173,0.9902790028977049,0.38834344245489044,0.9675280592276226,0.8310185370811044,0,0,0,0
25,12,7,0,-22707.930364790685,0,7,123,1,1,1,3,0,0,0,0,3,2,2,2,1,0.5689901548462301,0.5464760654260489,0.9044208232003783,0.739736866902527,0.8512264917518793,0.6964989746982628,0.9801487816966805,-0.04557382717875691,1.0073270039333908,0.6895096795714432,0.9861845123234966,0.8370891582979223,1,0.09951985545310271,0.18852963095657244,0.9819105143136366,0.8033465258028389,0.9550366938241993,0.4372207639062711,2,1,-1,0
26,1,6,0,238751.62065571343,0,6,21,1,1,4,1,205,0,0,0,0,0,3,1,0,0.07263709902986637,0.5067727942909,0.9017309495140831,-0.018708840506659108,0.8756237645978364,0.7786575436859261,0.9836042822938431,1.010059224174803,1.001839242359381,0.6928282661891307,0.7764428845337111,1.0318860866983481,0,3.1509580486246103,1.4476858924161142,0.3647544870081338,0.017744424688565533,0.3002295126967598,0.9601972571502331,1,0,2,1
27,1,14,0,173114.4553973058,0,1,58,1,1,22,3,-3,0,0,0,2,4,0,1,2,0.6587468981809268,0.8652115679943644,0.9421548547538063,0.7084024435434504,0.436301815938262,0.9043497217306002,0.6731180709587493,0.7657599390509202,0.802783092768565,0.9848672143043719,0.3646451833551984,1.0134743905904713,2,-0.12717840399933553,2.120145065108752,-0.11557924021852359,0.028876976569466615,0.9939653996972824,0.9902897744252488,0,0,2,1
28,1,7,0,286638.2389748202,1,2,41,0,1,56,5,72,0,0,0,0,1,1,1,0,0.6028410288272359,0.6821217591372406,0.9057025909435551,0.8986310997366165,0.8971250789989239,0.9439947181377973,0.9839269285018009,0.8230928985377399,0.8172983299153821,0.68370577209957,0.8192064330654856,1.0219731387409121,0,2.975414705381856,2.402405158299025,0.023785641373764876,0.3317538162253568,0.9802205958279134,1.0350071363629594,0,0,-2,3
29,1,6,0,173265.32519537592,0,7,75,2,1,12,0,674,0,0,0,2,0,2,0,2,0.6344365148292583,0.8135925310466589,-0.13144013958318598,-0.12829965709297708,0.8666243451616362,0.9376508094876271,0.9888788006877005,0.9967759973018703,0.8152739899114235,0.22789335536534064,0.9916515969010653,0.7058376708040822,1,1.2510143805176748,3.1723484430867672,-0.08000032330855683,0.49080943083163064,-0.10599840749970822,-0.0007057531300662515,0,0,-1,0
30,1,10,0,287596.12934459845,1,11,182,0,1,31,1,93,0,0,0,2,2,0,4,1,0.5035634835181391,0.4151554574209288,0.6400994000052437,0.31290386044923774,0.7719564204944153,0.9520241972396271,0.6869831560428221,0.7880242568969105,1.000997775757384,1.0338516722008373,0.5599717964013683,0.8094875510997778,1,2.8101936664238836,1.938556694275709,0.43759418839075986,-0.022759915003891,0.5131417561472543,1.0286666567414415,0,0,2,1
31,2,14,0,163912.36785279092,0,1,184,0,0,55,0,-4,1,0,0,0,0,0,2,0,0.7761520542468303,0.41327760737943064,0.7307509602352754,0.682093154552582,0.21667175713484726,0.8889196788650912,0.6494717145549336,0.9702848559144804,0.768516060091631,1.0243476644004703,0.9984290193408298,0.9716920502972137,2,2.8473584535899765,-0.030185993897846937,0.9451183741128392,0.7868781504748792,1.0055287547464984,0.6701742063892886,0,0,-2,0
32,4,13,0,220868.72318473074,0,4,-5,1,0,51,0,-3,0,0,0,1,1,2,1,0,0.6423413486681746,0.33867749632327493,0.6386025964722818,0.7148522287228417,0.28717289635187193,0.8140735489441961,0.6350421134206644,0.9998555745170196,1.0185282166154876,0.9880162274562793,0.9802632141797216,1.0213598816514098,0,2.9114804677293007,-0.1545699349571859,-0.11058758380388278,0.04700852051030446,1.0136156075228226,0.9639008248938769,1,4,7,1
33,1,6,0,48036.90523059238,0,2,78,2,1,24,1,25,0,0,0,2,0,0,0,1,0.48684262402858847,0.9855609383653234,0.7471054760694331,0.406245286655495,1.0506956135876793,0.6269044069930203,0.6328747496600121,0.7688746886812333,1.0075468725610728,1.0035708663211946,-0.11439535997668328,1.0134438728819484,0,3.0600433576710695,1.0951679536357026,0.16590318707047821,-0.019514001713166012,1.0081301483987006,0.10044926526484549,3,0,27,0
34,0,16,0,17332.57813293356,1,1,25,2,0,122,1,21,0,0,0,3,1,1,1,2,1.031639269015394,0.913705275210468,0.7221196575732625,0.584357334096707,0.9823270447193986,0.9632778525595114,0.9900574864846755,0.9707810389666345,0.9867205873501886,0.6468050604001844,0.5809191782260221,0.7692508659980262,0,2.977743050606588,1.0220993722607945,0.9365005917110222,-0.03886902380906818,-0.020197579607895866,0.8231270309197605,1,1,7,2
35,2,19,0,45684.578040819266,0,0,32,0,0,16,0,3,0,0,0,1,0,2,1,2,0.4501600483202033,0.3865316074204278,0.8581613403522711,0.4512358325943707,0.9852938772950506,0.650723713324605,0.6522184122973155,0.8178343405285411,0.8725021446728718,0.4287673166093421,0.7827101345435233,0.8374468087588678,1,2.6268464006832764,-0.23098992333249535,0.07388916816994773,-0.0041472046842279215,-0.08951997753376974,0.3906680251191118,1,0,0,0
36,2,5,0,189426.2768346184,0,10,-127,3,1,91,4,7,0,0,0,1,1,0,1,1,0.26283331996526804,0.6519966050808352,0.636978987953176,0.4158046777012202,0.8885981936662004,0.6152562631053828,0.6192281696755455,1.0157082242819202,0.9768981394293832,0.6861071605964403,0.9641933118784324,0.8473102803385343,1,2.9748081268974533,1.771404880439534,0.2171892090610678,0.051185089543318026,-0.012651905982258052,-0.14163820290100795,0,0,0,0
37,5,3,0,37641.98110186835,0,0,9,0,0,54,0,-14,1,0,0,0,0,0,0,2,0.5742003689977024,0.1691186753044241,0.8930396638856519,0.37674544746265276,0.4429310810955969,0.9748021853869636,0.6281484196941154,0.9654726015989532,0.9869847815544028,0.995167695292778,1.014542311981742,0.5756913470667324,0,-0.28019344758104614,-0.03274229711119778,0.03774991249121071,0.6100963301399912,0.345571361823103,0.5860529729705107,1,0,0,0
38,8,6,0,-4201.223117308691,0,5,146,0,0,1,3,47,0,0,0,0,0,2,3,0,-0.056493288087173604,0.1623662420832544,0.9438701475991137,0.6745275471948272,0.5401338222622635,0.11418951253839811,0.9952965910174363,0.7747606493039747,0.9018188867006969,0.18852845829369166,0.9761088662793219,0.7729533067745764,1,2.820855634689242,0.20340944671205197,0.3784020037311576,1.0256771300925336,0.9668165738557,0.7211095143140533,1,0,2,3
39,2,9,0,19110.640003193497,1,1,74,10,1,14,1,220,1,0,0,1,0,2,0,4,0.8953927321475532,1.0071818985610854,0.8645098780929777,0.8209666038447979,0.30629788477129294,0.861405249009184,0.983341550689526,0.7789288716852402,0.8061406783553409,0.9980200777157778,1.0258707050244424,0.7739940976053001,0,3.039562596125832,2.8958558921459794,0.9817112214637757,-0.02983776920278412,0.9802350070840499,0.973435636629266,2,0,2,2
40,0,5,0,104958.41169615081,1,0,50,1,1,12,3,39,0,0,0,2,0,1,1,0,0.20423337206361764,0.5887737045604424,0.6154727029924099,0.06094981128977426,0.8048638993701895,0.9455621947321025,0.9739164068339383,0.9763637050558898,0.909075570991349,0.9887870215689714,0.992925903769871,0.9110965384481925,1,2.8836809103643266,2.7569369860393387,-0.1037319495944613,0.0294443651663397,0.9770729737423678,0.9876730653886536,2,1,3,1
41,9,9,0,176574.13409334616,1,3,41,0,1,16,2,-3,0,0,0,7,0,1,1,0,0.5596115831497638,0.7074933857964665,0.9400791323913342,0.8839461092169153,0.7682229030079392,0.9867031916864526,0.9892955304369606,0.5680657026158428,0.3744594305875101,1.0077258754654528,-0.15570392423907703,0.9023209544737725,0,-0.047747559515766994,1.3260394844915504,0.957516531871185,0.018247549754370814,0.2640308786111789,-0.0961007059287485,0,0,24,1
42,0,7,0,158982.22161839006,1,3,23,1,0,17,2,45,0,0,0,2,4,0,0,1,0.22896418228209542,0.5314499395796385,0.8549595794973532,0.6102912785097685,0.9531922603434066,1.0218350281074517,0.979562957457094,0.7803571440500657,1.0241151769886645,1.029926299512858,0.9698750793892559,0.9770970826210251,0,2.9076613063850183,2.9431840745831375,-0.08743945548330306,0.938517489624628,0.9903231961387471,0.9817016697537652,1,0,-2,1
43,4,4,0,188175.46751912555,1,2,47,5,0,18,1,-8,0,0,0,0,0,1,0,0,0.6837981012909435,-0.17561551628753794,0.9852700790139935,0.2694665270255645,1.0229683403026235,0.6496844991551032,0.9844475997190887,0.9939766231896047,0.9793005503849745,0.7017699011661895,0.9888091552536761,0.8941406069192254,1,-0.07623155546474433,0.9327779675100623,0.16114216727896724,-0.003608721894298406,1.0072766856503743,0.5393467984373151,1,0,28,0
44,2,2,0,-57343.226001203206,0,0,62,0,0,31,0,-8,0,0,0,1,0,1,0,0,0.6888452801695006,0.8421369583237319,0.5969346413095019,0.5296568303441074,0.7470041663657749,0.8134676558424012,0.6596551115747536,0.7760417906740531,-0.19704055313300595,1.0129963648265334,0.5857947020812373,0.7815418267194941,0,0.944544590429003,2.0739709884556796,0.401554019462177,0.5599274901697336,0.9773444056105323,0.6873194005443186,0,0,2,0
45,4,7,0,94960.99606131132,1,3,99,4,0,30,3,-1,0,0,0,0,4,0,0,2,0.47054863161730454,0.6776950220839724,0.9960690658387544,0.894913944777705,0.8240481694435806,1.027397620579064,0.9769406535751024,0.7738272531463315,0.7703930130367096,1.0248042536010513,0.9763656664835162,0.5773155252518904,0,2.8624995811977154,3.024239583575641,0.2559216373628873,-0.02732587542548465,0.9547934351335485,0.9798759303402765,1,0,6,0
46,0,4,1,145476.84468221854,1,6,331,1,1,30,5,145,0,0,0,0,0,0,0,0,0.6938730254493151,0.5560595487031754,0.07367889635681898,0.6658203942035082,0.6848428064151131,0.6685575272880451,0.6591610781368903,0.9884579423472633,0.411489422622069,0.99802293783011,0.6013175514335772,0.6988594572321762,1,1.0516378147231373,0.8946769588824857,0.2018493903198262,-0.054462597595924964,1.0265484112357661,0.9790823753124926,5,0,0,0
47,1,21,0,291096.1329389882,1,1,-4,6,0,6,0,-12,0,0,0,9,0,2,1,0,0.5588685789587888,0.7437094091605321,0.9088804622972403,0.9257046657535231,1.1056637114102086,0.9912557665766801,1.0066240346992965,0.9847630887992462,0.7609630850001837,0.6617229429417,0.7734148552149034,0.9616799442721861,0,2.9263163183871654,2.1177148659954503,0.15727239922230263,-0.01282959868782262,0.9722117489448265,0.484730453560576,1,0,0,1
48,3,3,0,389724.39936819643,0,4,82,5,1,20,0,71,0,0,0,3,0,2,1,3,0.7056681226191329,0.8571559105019222,0.8615220875710835,-0.09537078401680298,0.8121328285935789,0.9129860423194305,0.9985369204990309,0.7874721414127676,0.8666961672916292,0.48228332329198725,1.0209094611985257,0.8819678397608224,1,-0.12867788375537184,3.210838200538462,0.11945525211097555,-0.02799179144302724,1.0036896784451914,0.9705115945992417,0,0,25,0
49,4,14,1,55830.56590562752,1,7,43,0,0,8,0,44,0,0,0,4,0,0,0,3,0.7990027377536928,0.44011359003450057,0.8206255036448767,0.8636537664911896,0.32280270198951144,0.7443204778857899,1.0129352861657375,0.9886722856593615,0.9636601308441518,1.0125700985445447,1.0016203900132166,0.9231912755474699,0,1.6528580348153474,2.2268222147755505,1.0498736821506656,0.8324379072230802,0.7982544148279584,0.9786073718381632,1,1,0,0
50,6,1,0,62365.275904903756,1,1,16,3,2,8,0,-4,0,0,0,4,1,3,0,0,0.15325233196223864,1.0693637273371877,0.16122389219559938,0.5952745302909224,0.8170769050258037,0.4091615008202269,0.6389564582288044,0.8016637865434403,0.995270019715637,0.5491908690528989,0.9932307994861326,0.7202188577515565,1,0.22781813736599105,3.242724580786107,0.14910115430709292,0.6249728544414253,0.4054238705228985,0.7601771269140503,0,0,1,0
51,3,8,1,105513.90688820022,1,4,40,2,0,33,0,26,0,0,0,0,3,0,0,0,0.612449338506211,0.8943715594098031,0.5696851238054744,0.6931301392080049,0.8817955544981263,0.8206090157536352,0.9862364248250169,0.9853941412278546,0.8813857215310507,0.9949680261128088,-0.04486910345897062,0.7529090172231252,1,1.7616651309680407,1.9169602264133958,0.9135771290912441,-0.018700318656416547,0.9811120065609328,0.9843128323985696,2,0,0,0
52,1,9,0,70275.64614638106,0,13,40,1,1,49,1,-5,0,0,0,6,0,0,0,3,1.0485276526745644,0.7880185933806135,0.7156795284650782,0.9499594601103396,0.5557975157872751,0.9124040902339543,0.1727254696381829,0.9804279548618908,-0.10322020033266209,1.0214110756272778,0.7904488030773509,0.7651270033585074,0,2.690883948332533,3.1415762331888786,-0.1258697960552792,0.8072059494604076,0.9983538056750663,0.5131842648201583,1,0,25,0
53,11,13,0,13889.36084846449,1,12,67,3,0,70,0,8,1,0,0,1,2,4,0,0,0.2918523905594723,0.4452286987176898,0.5238166566120704,0.9824311705495165,0.6837653956651556,0.7914538706886525,0.6535709930505385,0.7686551332932552,0.9831382423357926,1.0047548171359901,0.3417262444635676,0.9129594783654817,0,2.1682582069754623,0.26623497314665096,-0.09250663285696037,0.04893092178374994,0.9738183687858368,-0.04309222816191961,3,0,26,0
54,0,11,0,254819.17946853844,1,1,74,1,1,16,0,69,0,0,0,0,2,0,1,0,0.4757818636048855,0.580978117023847,0.9044603918932025,0.45090060277629007,0.6451045629023228,0.40883530077717656,0.7122471261219332,1.0023422770812298,0.7685485009300927,0.44421610015971613,1.035339951776539,0.7606407517037762,1,1.7692318013048836,2.1126263038663473,0.007586024698254479,0.018143338007953716,1.0040794143027394,0.5352717616421104,1,0,-2,0
55,1,3,0,75810.01734853958,0,0,2,3,1,28,2,-32,1,0,0,2,0,0,1,3,0.12616499736396652,0.017207807714920816,0.7671200056392136,1.0776727620753428,0.18233522588849488,0.8898478833498125,0.6176030560927696,0.9800405167644315,0.9989899922970791,0.9986563625888598,0.9628839700510857,0.7303779479311571,0,2.039970818425722,1.2271703063151782,-0.07084728857039108,0.6935623094034086,0.9775264197755356,0.5130662901809129,1,0,8,1
56,11,6,0,252202.07209471107,1,4,59,0,0,14,3,-32,0,0,0,0,1,0,0,0,0.5202663177053979,0.45734050654488473,0.8131503026689917,1.017622095596061,0.5769019886696907,0.8846930627801582,0.6445449546190901,0.7791626146083145,0.800629474693393,1.0136243067667599,0.9746814552057219,0.8597744518534803,0,0.21452296441040072,3.2221483275081777,0.027896630931101785,0.7231913739744805,-0.11040063124408721,0.6900219909893405,2,0,27,0
57,1,4,0,32486.9106843774,0,0,148,0,1,14,2,8,0,0,0,0,1,0,1,2,0.10202119590603564,0.4143811444499206,-0.14422374749725614,0.7085262935578056,0.4961963360498127,0.8226021333982887,0.979752169585451,0.785801041056576,0.9857655091586761,1.0041730743263602,0.801591595428823,0.9824050162733096,0,2.103494112502835,0.11253230798929424,0.8953267912297925,0.040674017698132336,0.972309854813325,0.9911526121842505,0,0,1,0
58,4,5,0,97583.37951346938,0,2,-5,22,0,25,2,8,0,0,2,2,4,0,1,0,0.5063136087558487,0.9665250530573019,0.9597496372667567,0.4485797169805868,0.9576908274399806,0.9176369803594155,1.0245853283690018,1.0114126953171012,0.4089955794963433,1.0247449975432834,0.9773598074778423,1.0188847611088807,0,0.8725927748557153,3.003165982588178,0.05974109360608407,0.010894294858287908,1.0369531857713892,0.9796202250832202,1,0,2,1
59,8,4,0,254047.12578158424,0,7,89,1,1,35,1,-6,0,0,0,1,1,0,2,0,0.6332589181429288,-0.25200376943825487,0.7193404630062248,0.4788108866614099,1.0804942717306434,0.6430033228244398,0.9826166988390465,0.7679232845743978,0.9836347789698673,1.0240700364143251,0.8260800029742607,0.6758410679542586,0,3.065270473416396,3.2479937158786405,-0.09818063943198069,0.061236230238527575,1.0203682417731577,0.04461877130713495,1,0,0,0
