,index,id,studentID,task_id,score,content,time_stamp,target,session_id,query_order,query_len,session_end,query_dwell_time,BEGIN_SEARCH_count,JUMP_IN_count,MOUSE_MOVE_count,JUMP_OUT_count,QUERY_REFORM_count,HOVER_count,CLICK_count,SCROLL_count,OVER_count,SEARCH_END_count,GOTO_PAGE_count,clicked_doc_count,query_relevance_count,query_key_count,task_relevance_count,task_key_count,query_nDCG3,query_nDCG5,query_nDCG10,task_nDCG3,task_nDCG5,task_nDCG10,query_precision3,query_precision5,query_precision10,task_precision3,task_precision5,task_precision10,num_of_click3,ave_query_relevant_score,ave_task_relevant_score,new_unique_query_terms_num,query_similarity,click_precision_query,click_precision_task,num_of_click5,num_of_click10,click_depth,state
15,203,20,2014012759,2,3,TIMESTAMP=1512981490489	USER=2014012759	TASK=2	QUERY= 死飞 自行车	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3,1512980000000.0,0,10,1,7,0,45221.0,1,2,87,2,1,6,1,68,0,0,0,1,1,1,0,0,0.746215505,0.816583202,0.907656883,0.116995069,0.101593782,0.526765571,1.0,1.0,0.9,0.333333333,0.2,0.6,1,3.0,0.0,1.0,0.0,1.0,0.0,1,0,3,1
16,204,21,2014012759,2,4,TIMESTAMP=1512981611128	USER=2014012759	TASK=2	QUERY= 死飞 自行车 购买	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1512980000000.0,1,10,2,10,1,21160.0,1,1,60,0,0,12,0,12,1,1,0,0,0,0,0,0,1.0,0.841558042,0.971946486,0.518897201,0.610754915,0.684430807,1.0,1.0,0.875,0.666666667,0.8,0.625,0,0.0,0.0,0.25,0.75,0.0,0.0,0,0,29,2
17,219,22,2014012759,12,2,TIMESTAMP=1512982194863	USER=2014012759	TASK=12	QUERY= 辽宁号 航母	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2,1512980000000.0,0,11,1,7,1,228974.0,1,6,106,5,0,24,5,0,1,1,0,4,3,2,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,1.0,0.75,0.75,3,2.333333333,1.666666667,1.0,0.0,0.75,0.75,3,0,3,1
18,1099,59,2017213705,10,3,TIMESTAMP=1513044792074	USER=2017213705	TASK=10	QUERY= iphone6售价	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3,1513040000000.0,0,24,1,10,0,44887.0,1,3,57,2,1,22,2,55,0,0,0,2,2,2,2,2,0.597761092,0.709291253,0.850088371,0.493700933,0.59036941,0.74058328,1.0,1.0,1.0,1.0,1.0,1.0,0,2.5,2.0,1.0,0.0,1.0,1.0,0,1,8,2
19,1100,60,2017213705,10,1,TIMESTAMP=1513044816719	USER=2017213705	TASK=10	QUERY=iphone6售价	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1,1513040000000.0,0,24,2,9,0,17722.0,1,2,59,1,1,6,0,87,0,0,0,0,0,0,0,0,0.746215505,0.816583202,0.929244732,0.686142052,0.618779729,0.793958578,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.9,0.0,0.0,0,0,29,2
20,1101,61,2017213705,10,2,TIMESTAMP=1513044884434	USER=2017213705	TASK=10	QUERY=iphone6京东	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2,1513040000000.0,0,24,3,9,0,56193.0,1,5,129,4,1,32,3,72,0,0,0,3,3,3,3,3,0.615117761,0.789570465,0.789570465,0.843573758,0.968615203,0.968615203,1.0,1.0,1.0,1.0,1.0,1.0,1,2.333333333,2.0,0.181818182,0.636363636,1.0,1.0,2,0,4,2
21,887,62,2016310023,7,5,TIMESTAMP=1513045164725	USER=2016310023	TASK=7	QUERY= 戒烟的好处	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513050000000.0,1,23,1,6,0,256352.0,1,3,136,3,1,12,2,0,0,0,0,2,2,2,2,2,0.746215505,0.816583202,0.929244732,0.746215505,0.816583202,0.918404779,1.0,1.0,0.9,1.0,1.0,0.9,1,3.0,3.0,1.0,0.0,1.0,1.0,1,0,2,3
22,1102,63,2017213705,10,3,TIMESTAMP=1513045189754	USER=2017213705	TASK=10	QUERY=iphone6在香港卖多少钱	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3,1513050000000.0,0,24,4,14,0,150371.0,1,13,244,12,1,42,7,91,0,0,0,7,6,5,6,6,0.530721274,0.660839795,0.801441489,0.530721274,0.552440412,0.739024483,0.666666667,0.8,0.875,0.666666667,0.8,0.875,3,2.142857143,2.142857143,0.4375,0.4375,0.857142857,0.857142857,4,2,7,3
23,1103,64,2017213705,10,3,TIMESTAMP=1513045382320	USER=2017213705	TASK=10	QUERY=如何在香港购买iphone	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3,1513050000000.0,0,24,5,13,0,177818.0,1,9,124,8,1,28,5,0,0,0,0,3,3,3,3,3,1.0,1.0,0.981325257,1.0,1.0,0.981325257,1.0,1.0,0.9,1.0,1.0,0.9,2,3.0,3.0,0.222222222,0.5,1.0,1.0,2,0,2,3
24,888,65,2016310023,7,4,TIMESTAMP=1513045473406	USER=2016310023	TASK=7	QUERY=戒烟的副作用	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513050000000.0,1,23,2,6,0,282146.0,1,3,156,3,1,38,3,106,0,0,0,3,2,2,2,2,0.596170974,0.643961088,0.871091991,0.596170974,0.608648344,0.859457042,0.666666667,0.8,0.8,0.666666667,0.8,0.8,0,2.0,2.0,0.333333333,0.333333333,0.666666667,0.666666667,1,1,8,3
25,1104,66,2017213705,10,2,TIMESTAMP=1513045522557	USER=2017213705	TASK=10	QUERY=港版iphone是否支持国内运营商网络	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2,1513050000000.0,0,24,6,19,0,59793.0,1,6,74,5,1,30,4,98,0,0,0,4,4,2,4,3,0.428571429,0.608441761,0.741144244,0.562651065,0.723588799,0.81623589,1.0,1.0,0.9,1.0,1.0,0.9,2,1.75,1.75,0.48,0.28,1.0,1.0,3,0,5,3
26,889,67,2016310023,7,5,TIMESTAMP=1513045608926	USER=2016310023	TASK=7	QUERY=戒烟的方法	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513050000000.0,1,23,3,5,0,119735.0,2,2,90,2,1,12,2,74,1,0,0,4,4,4,4,4,1.0,0.841558042,0.959729387,0.830810337,0.777578611,0.914591312,1.0,1.0,0.9,1.0,1.0,0.9,2,2.5,2.5,0.25,0.375,1.0,1.0,2,0,3,3
27,890,68,2016310023,7,5,TIMESTAMP=1513045633132	USER=2016310023	TASK=7	QUERY=戒烟的方法	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513050000000.0,1,23,4,5,1,119735.0,2,2,90,2,1,12,2,74,1,0,0,4,4,4,4,4,1.0,0.841558042,0.959729387,0.830810337,0.777578611,0.914591312,1.0,1.0,0.9,1.0,1.0,0.9,2,2.5,2.5,0.0,1.0,1.0,1.0,2,0,3,3
28,1105,69,2017213705,10,2,TIMESTAMP=1513045689510	USER=2017213705	TASK=10	QUERY=港版iphone6是否支持国内运营商网络	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2,1513050000000.0,0,24,7,20,1,77400.0,1,6,85,5,0,30,3,23,1,0,0,3,3,3,3,3,0.126892248,0.368981827,0.690930197,0.126892248,0.368981827,0.675566507,0.333333333,0.6,0.7,0.333333333,0.6,0.7,0,3.0,3.0,0.05,0.95,1.0,1.0,2,1,7,3
29,1081,70,2017213705,3,1,TIMESTAMP=1513045938512	USER=2017213705	TASK=3	QUERY= 清华 死飞	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1,1513050000000.0,0,27,1,6,0,109786.0,1,4,60,3,1,8,1,132,0,0,0,1,1,0,1,0,0.629134405,0.608606787,0.735335633,0.629134405,0.608606787,0.735335633,0.666666667,0.6,0.7,0.666666667,0.6,0.7,0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,1
30,1082,71,2017213705,3,1,TIMESTAMP=1513045952711	USER=2017213705	TASK=3	QUERY=清华附近	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1,1513050000000.0,0,27,2,4,0,8868.0,1,1,32,0,1,2,0,0,0,0,0,0,0,0,0,0,0.765360637,0.705218455,0.904193226,0.765360637,0.830419897,0.9512312,0.666666667,0.8,0.9,0.666666667,0.8,0.5,0,0.0,0.0,0.285714286,0.285714286,0.0,0.0,0,0,29,1
31,871,72,2016310023,1,5,TIMESTAMP=1513046075336	USER=2016310023	TASK=1	QUERY= 破冰游戏的玩法	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513050000000.0,1,25,1,8,1,182430.0,1,3,109,3,0,24,3,35,1,0,0,3,3,3,3,3,0.597761092,0.596829758,0.818723336,0.687147516,0.686423145,0.859510265,1.0,1.0,1.0,1.0,1.0,0.9,2,2.666666667,2.0,1.0,0.0,1.0,1.0,3,0,5,1
32,1083,73,2017213705,3,1,TIMESTAMP=1513046041647	USER=2017213705	TASK=3	QUERY=清华附近自行车	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1,1513050000000.0,0,27,3,7,0,83058.0,1,6,114,5,1,26,1,37,0,0,0,1,1,1,1,1,0.142857143,0.333376812,0.606083879,0.184480748,0.167626625,0.462643747,1.0,1.0,0.8,0.666666667,0.4,0.5,0,2.0,2.0,0.428571429,0.571428571,1.0,1.0,0,0,0,2
33,1084,74,2017213705,3,1,TIMESTAMP=1513046067118	USER=2017213705	TASK=3	QUERY=清华买死飞	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1,1513050000000.0,0,27,4,5,0,20188.0,1,2,58,1,1,4,0,62,0,0,0,0,0,0,0,0,1.0,1.0,0.997175298,1.0,0.968641665,0.990199919,1.0,1.0,0.875,1.0,0.8,0.75,0,0.0,0.0,0.3,0.2,0.0,0.0,0,0,29,2
34,1085,75,2017213705,3,1,TIMESTAMP=1513046083995	USER=2017213705	TASK=3	QUERY=死飞	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1,1513050000000.0,0,27,5,2,0,12402.0,1,1,40,0,1,6,0,54,0,0,0,0,0,0,0,0,0.569838453,0.663912915,0.857484968,0.703918089,0.654808658,0.874855192,0.666666667,0.8,0.875,0.666666667,0.6,0.625,0,0.0,0.0,0.0,0.4,0.0,0.0,0,0,29,1
35,1086,76,2017213705,3,2,TIMESTAMP=1513046171605	USER=2017213705	TASK=3	QUERY=淘宝死飞	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2,1513050000000.0,0,27,6,4,0,79846.0,1,5,76,4,1,26,2,68,0,0,0,2,2,2,2,2,0.615117761,0.49767236,0.764823132,0.615117761,0.49767236,0.764823132,1.0,0.6,0.8,1.0,0.6,0.8,1,2.0,2.0,0.5,0.5,1.0,1.0,1,0,1,2
36,1087,77,2017213705,3,2,TIMESTAMP=1513046300857	USER=2017213705	TASK=3	QUERY=买死飞注意事项	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2,1513050000000.0,0,27,7,7,0,116827.0,1,9,143,8,1,48,5,158,0,0,0,5,5,3,5,3,0.494931689,0.575530086,0.726136885,0.343976597,0.436609809,0.698950187,1.0,1.0,0.9,1.0,1.0,1.0,2,1.8,1.8,0.555555556,0.222222222,1.0,1.0,3,1,8,3
37,895,78,2016310023,11,1,TIMESTAMP=1513046387082	USER=2016310023	TASK=11	QUERY= 清华大学游泳馆	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1,1513050000000.0,0,26,1,8,0,20246.0,1,0,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,29,1
38,896,79,2016310023,11,5,TIMESTAMP=1513046464311	USER=2016310023	TASK=11	QUERY=清华大学陈明游泳馆	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513050000000.0,1,26,2,9,1,70391.0,1,3,105,3,0,24,3,87,1,0,0,2,2,2,2,2,0.530721274,0.535638352,0.765177919,0.361531611,0.413360486,0.697008127,0.666666667,0.8,0.8,0.666666667,0.8,0.8,0,3.0,2.5,0.2,0.7,1.0,1.0,1,1,9,2
39,1088,80,2017213705,3,2,TIMESTAMP=1513046429135	USER=2017213705	TASK=3	QUERY=死飞价格区间	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=2,1513050000000.0,0,27,8,6,0,119252.0,1,3,39,2,1,8,2,73,0,0,0,2,2,1,2,1,0.686142052,0.685835222,0.814352589,0.802612059,0.769872439,0.920736457,1.0,1.0,1.0,1.0,1.0,1.0,1,1.5,1.5,0.363636364,0.181818182,1.0,1.0,1,0,1,3
40,1089,81,2017213705,3,1,TIMESTAMP=1513046494049	USER=2017213705	TASK=3	QUERY=北京死飞购买渠道	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1,1513050000000.0,0,27,9,8,1,56142.0,1,7,158,6,0,54,4,72,1,0,0,4,3,2,3,2,0.597761092,0.694057666,0.792221738,0.535478175,0.654245002,0.768322073,1.0,1.0,0.9,1.0,1.0,0.9,1,1.5,1.5,0.5,0.166666667,0.75,0.75,2,1,6,3
41,1090,82,2017213705,4,3,TIMESTAMP=1513046892646	USER=2017213705	TASK=4	QUERY= 赴美航班的行李限制	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3,1513050000000.0,0,28,1,10,0,238622.0,1,7,113,6,1,30,4,69,0,0,0,4,4,4,4,4,0.731840728,0.731219838,0.878750309,0.731840728,0.806194168,0.893942772,1.0,1.0,1.0,1.0,1.0,1.0,2,2.5,2.5,1.0,0.0,1.0,1.0,3,0,4,2
42,872,83,2016310023,2,3,TIMESTAMP=1513046969143	USER=2016310023	TASK=2	QUERY= 北京周边游	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3,1513050000000.0,0,29,1,6,0,115670.0,1,4,168,4,1,38,3,192,0,0,0,3,3,3,3,3,0.696730701,0.672736145,0.871358872,0.518897201,0.520406583,0.753611285,1.0,0.8,0.8,1.0,0.8,0.8,1,2.666666667,2.666666667,1.0,0.0,1.0,1.0,1,1,7,1
43,1091,84,2017213705,4,3,TIMESTAMP=1513046953626	USER=2017213705	TASK=4	QUERY=赴美航班手提行李液体	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3,1513050000000.0,0,28,2,10,0,50276.0,1,4,48,3,1,10,2,63,0,0,0,2,2,1,2,1,1.0,0.874798557,0.973040897,0.597761092,0.766780075,0.860394354,1.0,1.0,0.9,1.0,1.0,0.9,0,2.0,1.5,0.285714286,0.428571429,1.0,1.0,0,1,6,3
44,1092,85,2017213705,4,4,TIMESTAMP=1513047126995	USER=2017213705	TASK=4	QUERY=赴美航班哪些必须托运	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513050000000.0,1,28,3,10,1,165341.0,1,4,68,3,0,18,2,75,1,0,0,2,2,2,2,2,0.706919359,0.865777907,0.912477869,1.0,1.0,0.991577179,1.0,1.0,1.0,1.0,1.0,1.0,1,2.5,3.0,0.375,0.25,1.0,1.0,2,0,4,3
45,1096,86,2017213705,8,3,TIMESTAMP=1513047315731	USER=2017213705	TASK=8	QUERY= 谷歌眼镜	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3,1513050000000.0,0,30,1,5,0,70979.0,1,4,133,3,1,46,2,84,0,0,0,2,1,1,1,1,0.612135869,0.719680286,0.879512405,0.612135869,0.719680286,0.879134312,1.0,1.0,0.8,1.0,1.0,0.8,0,1.5,1.5,1.0,0.0,0.5,0.5,1,1,9,1
46,1097,87,2017213705,8,3,TIMESTAMP=1513047376238	USER=2017213705	TASK=8	QUERY=谷歌眼镜使用方式	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3,1513050000000.0,0,30,2,8,0,48168.0,1,3,36,2,1,6,2,0,0,0,0,2,2,2,2,1,0.843573758,0.716040277,0.924782421,0.629134405,0.608606787,0.799013993,1.0,0.8,0.9,1.0,0.8,0.9,1,2.0,1.5,0.444444444,0.444444444,1.0,1.0,1,0,1,3
47,873,88,2016310023,2,4,TIMESTAMP=1513047518889	USER=2016310023	TASK=2	QUERY=北京旅游攻略	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513050000000.0,1,29,2,6,1,502286.0,1,6,122,6,0,22,4,147,1,0,0,4,4,4,4,3,0.428571429,0.587013387,0.797670649,0.422676642,0.532905898,0.746589126,1.0,1.0,1.0,1.0,1.0,1.0,2,3.0,2.25,0.333333333,0.333333333,1.0,1.0,3,1,9,2
48,1098,89,2017213705,8,3,TIMESTAMP=1513047536433	USER=2017213705	TASK=8	QUERY=谷歌眼镜售价	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3,1513050000000.0,0,30,3,6,1,150367.0,1,5,75,4,0,12,3,122,1,0,0,3,3,2,3,2,0.597761092,0.709291253,0.827055715,0.597761092,0.625823624,0.804005515,1.0,1.0,1.0,1.0,1.0,1.0,1,2.333333333,2.333333333,0.2,0.4,1.0,1.0,2,0,5,3
49,1093,90,2017213705,7,4,TIMESTAMP=1513047815232	USER=2017213705	TASK=7	QUERY= 戒烟	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513050000000.0,1,31,1,3,0,153189.0,1,5,124,4,1,46,3,145,0,0,0,2,2,2,2,2,0.396641638,0.563936879,0.756732216,0.396641638,0.481838329,0.708696771,0.666666667,0.8,0.8,0.666666667,0.8,0.8,1,2.5,2.5,1.0,0.0,1.0,1.0,1,1,9,1
50,1094,91,2017213705,7,3,TIMESTAMP=1513048000801	USER=2017213705	TASK=7	QUERY=戒烟好处和副作用	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=3,1513050000000.0,0,31,2,8,0,161918.0,1,9,118,8,1,22,4,79,0,0,0,4,4,3,3,3,0.713620578,0.607483989,0.819881457,0.497201365,0.449266958,0.756791509,0.666666667,0.6,0.8,0.666666667,0.6,0.8,1,1.75,1.75,0.666666667,0.222222222,1.0,0.75,2,1,9,3
51,1095,92,2017213705,7,4,TIMESTAMP=1513048028822	USER=2017213705	TASK=7	QUERY=戒烟副作用	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=4,1513050000000.0,1,31,3,5,1,22198.0,1,2,27,1,0,4,1,0,1,0,0,1,1,1,1,1,0.865920364,0.764484688,0.931098864,0.865920364,0.764484688,0.931098864,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,3.0,0.0,0.625,1.0,1.0,1,0,1,3
52,874,93,2016310023,3,1,TIMESTAMP=1513048271040	USER=2016310023	TASK=3	QUERY= 清华大学附近的自行车行	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=1,1513050000000.0,0,34,1,12,0,26474.0,1,0,73,0,1,16,0,85,0,0,0,0,0,0,0,0,0.883869544,0.85534953,0.960387028,0.907283601,0.907283601,0.973336096,0.666666667,0.4,0.4,0.666666667,0.4,0.3,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,29,2
53,1108,94,2017213705,12,5,TIMESTAMP=1513048241341	USER=2017213705	TASK=12	QUERY= 辽宁号	ACTION=QUERY_SATISFACTION_ANNOTATION	INFO:	score=5,1513050000000.0,1,32,1,4,0,87844.0,1,3,86,2,1,8,1,65,0,0,0,1,0,0,0,0,0.590788903,0.756773775,0.870552241,0.349370093,0.603870076,0.715802316,0.666666667,0.8,0.9,0.666666667,0.8,0.8,1,0.0,0.0,1.0,0.0,0.0,0.0,1,0,2,1
