,QueryOrder,QueryLen,QueryDwellTime,NumClickedPage,NumClickedDoc,NumKeyDoc,NumRelevantDoc,AveDwellTime,TotalDwellTime,AveClickRank,ClickDepth,SearchEngineDwellTime,ClickPrecision,TimetoFirstLastClick,ReciproalRank,ratiofirstclick,ReformulationTime,isSegmentStart,isSegmentEnd,NumRelevantDoc_real,NumKeyDoc_real,DCG3,DCG5,DCG10,NDCG3,NDCG5,NDCG10,Precision3,Precision5,Precision10,ReciprocalRank,CBF1,CBF1_1,CBF1_2,averageRelevanceScore,irrelevantDocs30Num,new_unique_query_terms_num,query_similarity,NumOfClick3,NumOfClick5,NumOfClick6,state
14,1,4,33.5915,0,0,0,0,0.0,0.0,0.0,0,33.5915,0.0,33.5915,0,1.0,33.5915,1,0,0,0,1.5,1.5,1.801029996,0.413117329,0.413117329,0.496024467,0.2,0.2,0.2,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0
15,2,4,19.4409,0,0,0,0,0.0,0.0,0.0,0,19.4409,0.0,19.4409,0,1.0,19.4409,0,0,0,0,-0.75,-0.75,-0.75,0.0,0.0,3.459431619,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.333333333,0.333333333,0,0,0,0
16,3,5,28.0404,0,0,0,0,0.0,0.0,0.0,0,28.0404,0.0,28.0404,0,1.0,28.0404,0,1,0,0,1.130929754,1.517782561,1.517782561,0.530721274,0.712263067,0.712263067,0.3,0.3,0.3,2,0.0,0.0,0.0,0.0,0,0.5,0.125,0,0,0,0
17,1,2,13.1529,0,0,0,0,0.0,0.0,0.0,0,13.1529,0.0,13.1529,0,1.0,13.1529,1,0,0,0,1.0,1.0,1.978605347,0.469278726,0.39038005,0.772408054,0.4,0.4,0.4,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0
18,2,2,16.6875,0,1,0,0,11.8705,11.8705,1.0,1,4.817,0.0,11.8705,0,0.711340824,16.6875,0,0,0,0,0.0,0.0,0.657237183,0.0,0.0,0.402983134,0.2,0.2,0.2,6,0.0,0.0,0.0,0.0,0,0.333333333,0.333333333,1,1,0,0
19,3,2,18.8851,0,0,0,0,0.0,0.0,0.0,0,18.8851,0.0,18.8851,0,1.0,18.8851,0,1,0,0,0.0,0.430676558,1.120217079,0.0,0.202107347,0.525694043,0.3,0.3,0.3,4,0.0,0.0,0.0,0.0,0,0.333333333,0.333333333,0,0,0,0
20,1,4,15.1272,71,1,0,0,9.2588,9.2588,0.0,3,114.5778,0.0,9.2588,0,0.074766265,15.1272,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.021978022,0.021978022,0.021978022,29,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1,0,0
21,1,2,16.3986,0,0,0,0,0.0,0.0,0.0,0,16.3986,0.0,16.3986,0,1.0,16.3986,1,1,0,0,0.0,0.430676558,2.115792992,0.0,0.094413355,0.463826303,0.4,0.4,0.4,4,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0
22,1,2,13.7912,0,0,0,0,0.0,0.0,0.0,0,13.7912,0.0,13.7912,0,1.0,13.7912,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0
23,1,3,120.3851,0,4,0,0,27.443575,109.7743,5.75,10,10.6108,0.0,109.7743,0,0.911859524,120.3851,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,-0.49840055,-60.0,60.0,-0.5,20,0.0,0.0,1,2,2,3
24,2,2,19.8978,0,0,0,0,0.0,0.0,0.0,0,19.8978,0.0,19.8978,0,1.0,19.8978,0,1,0,0,0.0,0.0,-0.442571116,0.0,0.0,1.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.0,0.666666667,0,0,0,0
25,1,4,21.3775,0,0,0,0,0.0,0.0,0.0,0,21.3775,0.0,21.3775,0,1.0,21.3775,1,0,0,0,-1.223197315,-1.223197315,-0.866990128,-1.223197315,-1.223197315,-1.555337647,0.1,0.1,0.1,6,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0
26,2,6,29.2645,0,0,0,0,0.0,0.0,0.0,0,29.2645,0.0,29.2645,0,1.0,29.2645,0,0,0,0,-0.375,-0.375,-0.375,0.0,0.0,1.729715809,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.428571429,0.428571429,0,0,0,0
27,3,4,28.9413,0,0,0,0,0.0,0.0,0.0,0,28.9413,0.0,28.9413,0,1.0,28.9413,0,0,0,0,0.0,-0.323007419,-0.021977423,0.0,-0.323007419,-0.028061011,0.1,0.1,0.1,9,0.0,0.0,0.0,0.0,0,0.142857143,0.428571429,0,0,0,0
28,4,5,64.7106,0,0,0,0,0.0,0.0,0.0,0,64.7106,0.0,64.7106,0,1.0,64.7106,0,1,0,0,-0.473197315,-0.473197315,-0.473197315,0.0,0.0,2.182658339,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.333333333,0.5,0,0,0,0
29,1,2,21.9336,0,2,0,2,8.82645,17.6529,4.5,6,4.2807,1.0,17.6529,0,0.80483368,21.9336,1,0,2,0,0.5,1.317529365,3.620131183,0.078213121,0.163228809,0.37449225,0.6,0.6,0.6,2,0.80483368,17.6529,0.0,1.0,0,0.0,0.0,1,1,1,3
30,2,2,17.1773,0,1,0,0,12.6007,12.6007,3.0,3,4.5766,0.0,12.6007,0,0.733566975,17.1773,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.333333333,0.333333333,1,1,0,0
31,3,2,17.185,0,1,0,0,11.9239,11.9239,1.0,1,5.2611,0.0,11.9239,0,0.693855106,17.185,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.1,0.1,0.1,3,0.0,0.0,0.0,0.0,0,0.333333333,0.333333333,1,1,0,0
32,4,2,57.2528,0,0,0,0,0.0,0.0,0.0,0,57.2528,0.0,57.2528,0,1.0,57.2528,0,1,0,0,3.630929754,4.061606312,5.297065768,0.673293462,0.654009328,0.852945893,0.5,0.5,0.5,1,0.0,0.0,0.0,0.0,0,0.333333333,0.333333333,0,0,0,0
33,1,3,13.0,0,0,0,0,0.0,0.0,0.0,0,13.0,0.0,13.0,0,1.0,13.0,1,0,0,0,2.892789261,2.892789261,4.276875699,0.536418006,0.496747015,0.734421019,0.4,0.4,0.4,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0
34,2,3,67.0,0,3,0,1,17.66666667,53.0,2.666666667,4,14.0,0.333333333,53.0,0,0.791044776,67.0,0,0,1,0,0.0,0.0,0.289064826,0.0,0.0,0.021206929,0.5,0.5,0.5,4,0.582089552,39.0,0.0,0.333333333,0,0.5,0.0,2,3,0,3
35,3,3,19.0,0,0,0,0,0.0,0.0,0.0,0,19.0,0.0,19.0,0,1.0,19.0,0,1,0,0,0.630929754,0.630929754,1.86638921,0.152733111,0.152733111,0.451808508,0.3,0.3,0.3,2,0.0,0.0,0.0,0.0,0,0.4,0.2,0,0,0,0
36,1,3,63.0357,0,0,0,0,0.0,0.0,0.0,0,63.0357,0.0,63.0357,0,1.0,63.0357,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0
37,2,4,206.0482,0,0,0,0,0.0,0.0,0.0,0,206.0482,0.0,206.0482,0,1.0,206.0482,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.4,0.4,0,0,0,0
38,1,3,21.8358,10,0,0,0,0.0,0.0,0.0,0,21.8358,0.0,21.8358,0,1.0,21.8358,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0
39,2,5,16.2803,10,0,0,0,0.0,0.0,0.0,0,39.5273,0.0,39.5273,0,1.0,16.2803,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.571428571,0.142857143,0,0,0,0
40,1,3,82.2941,0,1,0,1,6.8379,6.8379,0.0,3,52.1861,1.0,6.8379,0,0.115849485,82.2941,1,0,1,0,1.5,2.317529365,4.020514256,0.302427867,0.324908057,0.462868534,0.7,0.7,0.7,1,0.083091011,6.8379,0.0,1.0,0,0.0,0.0,1,1,0,3
41,2,4,67.526,0,2,0,1,7.53965,15.0793,2.5,4,52.4467,0.5,15.0793,0,0.223311021,67.526,0,1,1,0,0.5,0.930676558,1.231706554,0.0,0.131205078,0.421179652,0.3,0.3,0.3,3,0.262581718,8.6517,0.0,0.5,0,0.5,0.166666667,1,2,0,3
42,1,3,31.245,0,0,0,0,0.0,0.0,0.0,0,31.245,0.0,31.245,0,1.0,31.245,1,0,0,0,2.130929754,2.948459119,3.886322155,1.0,1.0,0.98301683,0.8,0.8,0.8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1
43,2,2,27.7119,0,0,0,0,0.0,0.0,0.0,0,27.7119,0.0,27.7119,0,1.0,27.7119,0,0,0,0,1.630929754,2.061606312,3.656706531,0.765360637,0.69921482,0.924937233,0.8,0.8,0.8,1,0.0,0.0,0.0,0.0,0,0.4,0.0,0,0,0,1
44,3,2,37.3378,0,0,0,0,0.0,0.0,0.0,0,37.3378,0.0,37.3378,0,1.0,37.3378,0,0,0,0,0.0,0.0,1.595100219,0.0,0.0,0.540994518,0.5,0.5,0.5,6,0.0,0.0,0.0,0.0,0,0.333333333,0.333333333,0,0,0,0
45,4,2,5.7738,0,0,0,0,0.0,0.0,0.0,0,5.7738,0.0,5.7738,0,1.0,5.7738,0,0,0,0,0.0,0.0,1.238893032,0.0,0.0,0.483639124,0.4,0.4,0.4,7,0.0,0.0,0.0,0.0,0,0.333333333,0.333333333,0,0,0,0
46,5,1,4.3662,0,0,0,0,0.0,0.0,0.0,0,4.3662,0.0,4.3662,0,1.0,4.3662,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0.333333333,0.0,0,0,0,1
47,6,2,15.9681,0,0,0,0,0.0,0.0,0.0,0,15.9681,0.0,15.9681,0,1.0,15.9681,0,0,0,0,0.0,0.0,1.238893032,0.0,0.0,0.483639124,0.4,0.4,0.4,7,0.0,0.0,0.0,0.0,0,0.666666667,0.0,0,0,0,0
48,7,7,20.9583,0,0,0,0,0.0,0.0,0.0,0,20.9583,0.0,20.9583,0,1.0,20.9583,0,1,0,0,1.5,2.317529365,3.223089064,0.703918089,0.786013735,0.885950903,0.7,0.7,0.7,1,0.0,0.0,0.0,0.0,0,0.777777778,0.0,0,0,0,1
49,1,2,16.721,0,1,0,0,10.96,10.96,8.0,8,5.761,0.0,10.96,0,0.65546319,16.721,1,1,1,1,2.130929754,2.130929754,3.36638921,0.395144266,0.365921226,0.578073147,0.4,0.4,0.4,2,1.31092638,21.92,0.0,2.0,0,0.0,0.0,0,0,1,3
50,1,4,26.2113,0,0,0,0,0.0,0.0,0.0,0,26.2113,0.0,26.2113,0,1.0,26.2113,1,0,0,0,0.0,2.707969651,2.482197154,0.0,0.386852807,0.365932989,0.1,0.1,0.1,5,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0
51,2,8,23.2811,0,0,0,0,0.0,0.0,0.0,0,23.2811,0.0,23.2811,0,1.0,23.2811,0,0,0,0,-0.375,-0.988147024,-1.708699692,0.0,3.405764003,1.149505677,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.5,0.5,0,0,0,0
52,3,5,35.1939,0,0,0,0,0.0,0.0,0.0,0,6.9433,0.0,6.9433,0,1.0,35.1939,0,0,0,0,0.0,-0.323007419,2.218580052,0.0,0.0,-0.039409684,0.2,0.2,0.2,7,0.0,0.0,0.0,0.0,0,0.111111111,0.444444444,0,0,0,0
53,4,5,16.461,0,0,0,0,0.0,0.0,0.0,0,16.461,0.0,16.461,0,1.0,16.461,0,1,0,0,-0.375,-0.988147024,-1.491901072,0.0,0.0,1.247069874,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.166666667,0.666666667,0,0,0,0
54,1,5,23.2755,0,0,0,0,0.0,0.0,0.0,0,23.2755,0.0,23.2755,0,1.0,23.2755,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0
55,1,4,54.3762,10,4,0,0,11.652825,46.6113,0.0,4,7.7649,0.0,46.6113,0,0.857200393,54.3762,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,-0.3648183,-38.347,38.347,-0.5,0,0.0,0.0,3,4,0,0
56,2,4,15.5132,0,0,0,0,0.0,0.0,0.0,0,15.5132,0.0,15.5132,0,1.0,15.5132,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.333333333,0.333333333,0,0,0,0
57,1,2,26.0772,0,0,0,0,0.0,0.0,0.0,0,26.0772,0.0,26.0772,0,1.0,26.0772,1,0,0,0,0.0,-0.323007419,-0.798779915,0.0,0.0,1.176112286,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0
58,2,3,13.1258,0,0,0,0,0.0,0.0,0.0,0,13.1258,0.0,13.1258,0,1.0,13.1258,0,0,0,0,-0.473197315,-0.473197315,-0.473197315,0.0,0.0,2.182658339,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.5,0.25,0,0,0,0
59,3,4,18.5657,0,0,0,0,0.0,0.0,0.0,0,18.5657,0.0,18.5657,0,1.0,18.5657,0,0,0,0,-0.75,-0.75,-0.75,0.0,0.0,3.459431619,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.25,0.75,0,0,0,0
60,4,3,35.4924,0,0,0,0,0.0,0.0,0.0,0,35.4924,0.0,35.4924,0,1.0,35.4924,0,0,0,0,-0.375,-0.665139605,-0.901738263,0.0,0.0,1.327706705,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.2,0.4,0,0,0,0
61,5,3,11.6073,0,0,0,0,0.0,0.0,0.0,0,11.6073,0.0,11.6073,0,1.0,11.6073,0,1,0,0,-0.473197315,-0.473197315,-0.473197315,0.0,0.0,2.182658339,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.25,0.5,0,0,0,0
62,1,2,16.8449,0,0,0,0,0.0,0.0,0.0,0,16.8449,0.0,16.8449,0,1.0,16.8449,1,0,0,0,2.130929754,2.130929754,3.36638921,0.395144266,0.365921226,0.578073147,0.4,0.4,0.4,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0
63,2,2,31.1577,0,0,0,0,0.0,0.0,0.0,0,31.1577,0.0,31.1577,0,1.0,31.1577,0,0,0,0,4.916508275,4.916508275,5.205573101,0.604667415,0.604667415,0.640218678,0.3,0.3,0.3,2,0.0,0.0,0.0,0.0,0,0.333333333,0.333333333,0,0,0,0
64,3,3,66.9294,0,1,0,0,51.0628,51.0628,1.0,1,15.8666,0.0,51.0628,0,0.762935272,66.9294,0,0,1,1,7.0,7.0,10.58075796,0.541942129,0.524455163,0.792733306,0.4,0.4,0.4,1,2.288805816,153.1884,0.0,3.0,0,0.333333333,0.666666667,1,1,0,2
65,4,3,5.4067,0,0,0,0,0.0,0.0,0.0,0,5.4067,0.0,5.4067,0,1.0,5.4067,0,1,0,0,0.0,0.0,5.182658586,0.0,0.0,0.401243004,0.3,0.3,0.3,8,0.0,0.0,0.0,0.0,0,0.25,0.5,0,0,0,0
66,1,3,53.4603,0,1,0,0,39.7045,39.7045,4.0,4,13.7558,0.0,39.7045,0,0.742691306,53.4603,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,10,0.0,0.0,0,1,0,0
67,2,3,18.7978,0,0,0,0,0.0,0.0,0.0,0,18.7978,0.0,18.7978,0,1.0,18.7978,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.25,0.5,0,0,0,0
68,3,3,24.2265,0,0,0,0,0.0,0.0,0.0,0,24.2265,0.0,24.2265,0,1.0,24.2265,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.25,0.5,0,0,0,0
69,1,3,130.2123,0,0,0,0,0.0,0.0,0.0,0,130.2123,0.0,130.2123,0,1.0,130.2123,1,1,0,0,3.130929754,3.948459119,6.812285996,0.333333333,0.420803385,0.540638191,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1
70,1,2,19.6568,0,0,0,0,0.0,0.0,0.0,0,19.6568,0.0,19.6568,0,1.0,19.6568,1,0,0,0,1.0,1.0,1.978605347,0.469278726,0.39038005,0.772408054,0.4,0.4,0.4,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0
71,2,2,52.9683,0,0,0,0,0.0,0.0,0.0,0,52.9683,0.0,52.9683,0,1.0,52.9683,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.333333333,0.333333333,0,0,0,0
72,3,1,23.2601,0,0,0,0,0.0,0.0,0.0,0,23.2601,0.0,23.2601,0,1.0,23.2601,0,0,0,0,0.0,0.430676558,0.786883745,0.0,0.264068123,0.482475559,0.2,0.2,0.2,4,0.0,0.0,0.0,0.0,0,0.0,0.5,0,0,0,0
73,4,6,31.3931,0,0,0,0,0.0,0.0,0.0,0,31.3931,0.0,31.3931,0,1.0,31.3931,0,1,0,0,1.0,1.0,1.065464877,0.613147193,0.613147193,0.753441354,0.2,0.2,0.2,1,0.0,0.0,0.0,0.0,0,0.833333333,0.166666667,0,0,0,0
74,1,4,65.3095,0,3,1,2,20.50213333,61.5064,2.0,3,3.8031,0.666666667,61.5064,1,0.941768043,65.3095,1,0,2,1,6.392789261,6.392789261,7.125818847,1.0,0.722726573,0.638921177,0.4,0.4,0.4,1,0.842413431,55.0176,0.0,1.0,0,0.0,0.0,3,3,0,2
75,2,4,36.7526,0,0,0,0,0.0,0.0,0.0,0,36.7526,0.0,36.7526,0,1.0,36.7526,0,1,0,0,5.130929754,5.130929754,5.464263087,0.951442659,0.881078367,0.938318049,0.4,0.4,0.4,1,0.0,0.0,0.0,0.0,0,0.2,0.6,0,0,0,0
76,1,3,173.5798,0,0,0,0,0.0,0.0,0.0,0,173.5798,0.0,173.5798,0,1.0,173.5798,1,1,0,0,4.916508275,5.73403764,8.407188905,0.473069178,0.511496402,0.688249357,0.8,0.8,0.8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1
77,1,2,36.6632,0,1,0,1,7.228,7.228,1.0,1,29.4352,1.0,7.228,0,0.197145912,36.6632,1,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,1,0.197145912,7.228,0.0,1.0,0,0.0,0.0,1,1,0,0
78,2,2,8.5645,0,0,0,0,0.0,0.0,0.0,0,8.5645,0.0,8.5645,0,1.0,8.5645,0,0,0,0,3.630929754,4.791488175,6.038912801,0.567972696,0.6645321,0.837537578,0.5,0.5,0.5,1,0.0,0.0,0.0,0.0,0,0.333333333,0.333333333,0,0,0,0
79,3,5,22.7461,0,0,0,0,0.0,0.0,0.0,0,22.7461,0.0,22.7461,0,1.0,22.7461,0,0,0,0,1.0,1.0,1.289064826,0.613147193,0.613147193,0.79038648,0.2,0.2,0.2,1,0.0,0.0,0.0,0.0,0,0.6,0.4,0,0,0,0
80,4,4,20.1331,0,0,0,0,0.0,0.0,0.0,0,20.1331,0.0,20.1331,0,1.0,20.1331,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,1,0.0,0.0,0.0,0.0,0,0.285714286,0.285714286,0,0,0,0
81,5,2,21.8724,0,1,0,0,16.5005,16.5005,2.0,2,5.3719,0.0,16.5005,0,0.754398237,21.8724,0,0,0,0,0.526802685,0.526802685,0.526802685,0.526802685,0.526802685,0.67262737,0.1,0.1,0.1,1,-1.508796474,-33.001,33.001,-2.0,0,0.2,0.2,1,1,0,0
82,6,3,12.0264,0,0,0,0,0.0,0.0,0.0,0,12.0264,0.0,12.0264,0,1.0,12.0264,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,1,0.0,0.0,0.0,0.0,0,0.333333333,0.666666667,0,0,0,0
83,7,4,16.55,0,0,0,0,0.0,0.0,0.0,0,16.55,0.0,16.55,0,1.0,16.55,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,1,0.0,0.0,0.0,0.0,0,0.25,0.75,0,0,0,0
84,1,2,119.7221,0,3,0,0,37.31913333,111.9574,2.333333333,4,7.7647,0.0,111.9574,0,0.935143971,119.7221,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,20,0.0,0.0,2,3,0,3
85,1,5,28.1454,0,0,0,0,0.0,0.0,0.0,0,28.1454,0.0,28.1454,0,1.0,28.1454,1,0,0,0,0.0,0.0,-0.25,0.0,0.0,1.153143873,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0
86,2,2,20.3096,0,0,0,0,0.0,0.0,0.0,0,20.3096,0.0,20.3096,0,1.0,20.3096,0,0,0,0,0.0,0.0,-0.21679862,0.0,0.0,1.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0.0,0.4,0,0,0,0
87,3,1,136.46,10,3,1,2,43.0104,129.0312,0.0,10,7.4288,0.666666667,129.0312,10,0.945560604,136.46,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,7,1.33598568,197.2655,0.0,1.0,0,0.333333333,0.0,1,1,2,2
88,4,2,14.6883,10,0,0,0,0.0,0.0,0.0,0,11.1954,0.0,11.1954,0,1.0,14.6883,0,0,0,0,0.630929754,0.630929754,0.931959749,0.152733111,0.138313066,0.204305169,0.2,0.2,0.2,2,0.0,0.0,0.0,0.0,0,0.5,0.5,0,0,0,0
89,5,6,17.2909,10,0,0,0,0.0,0.0,0.0,0,32.0783,0.0,32.0783,0,1.0,17.2909,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,11,0.0,0.0,0.0,0.0,0,0.714285714,0.142857143,0,0,0,0
