id,state
813,0
814,1
815,1
816,1
817,3
818,1
819,1
820,1
821,1
822,1
823,0
824,0
825,0
826,1
827,1
828,1
829,1
830,1
831,1
832,1
833,3
834,1
835,0
836,3
837,0
838,0
839,1
840,1
841,1
842,1
843,0
844,1
845,1
846,1
847,1
848,1
849,0
850,3
851,3
852,1
853,1
854,1
855,1
856,1
857,1
858,1
859,1
860,0
861,1
862,1
863,0
864,1
865,1
866,1
867,3
868,1
869,1
870,0
871,3
872,1
873,1
874,0
875,0
876,1
877,1
878,1
879,0
880,0
881,1
882,1
883,1
884,3
885,1
886,1
887,1
888,1
889,0
890,0
891,0
892,1
893,1
894,1
895,1
896,1
897,0
898,0
899,0
900,1
901,1
902,1
903,1
904,0
905,1
906,0
907,1
908,3
909,1
910,1
911,1
912,1
913,1
914,1
915,3
916,1
917,1
918,1
919,1
920,1
921,1
922,0
923,3
924,1
925,1
926,1
927,3
928,1
929,2
930,1
931,1
932,1
933,1
934,1
935,1
936,0
937,1
938,1
939,0
940,3
941,0
942,0
943,0
944,0
945,3
946,1
947,1
948,1
949,1
950,1
951,1
952,1
953,1
954,3
955,1
956,0
957,1
958,1
959,1
960,1
961,1
962,1
963,1
964,1
965,1
966,1
967,3
968,3
969,0
970,1
971,1
972,1
973,1
974,1
975,1
976,0
977,1
978,1
979,1
980,1
981,1
982,1
983,0
984,3
985,0
986,1
987,1
988,0
989,1
990,1
991,3
992,1
993,1
994,3
995,1
996,1
997,0
998,3
999,1
1000,1
1001,1
1002,2
1003,3
1004,1
1005,3
1006,1
1007,1
1008,1
1009,1
1010,3
1011,0
1012,1
1013,1
1014,1
1015,3
1016,1
1017,1
1018,1
1019,2
1020,3
1021,3
1022,0
1023,1
1024,1
1025,1
1026,1
1027,3
1028,3
1029,1
1030,1
1031,1
1032,0
1033,0
1034,1
1035,0
1036,1
1037,3
1038,3
1039,3
1040,1
1041,1
1042,3
1043,1
1044,3
1045,1
1046,3
1047,1
1048,3
1049,3
1050,3
1051,1
1052,3
1053,1
1054,3
1055,3
1056,3
1057,3
1058,3
1059,3
1060,1
1061,3
1062,1
1063,1
1064,1
1065,0
1066,3
1067,0
1068,1
1069,1
1070,3
1071,3
1072,3
1073,3
1074,3
1075,1
1076,3
1077,1
1078,3
1079,1
1080,3
1081,3
1082,3
1083,1
1084,3
1085,1
1086,1
1087,1
1088,3
1089,3
1090,3
1091,0
1092,1
1093,3
1094,1
1095,3
1096,1
1097,1
1098,3
1099,3
1100,3
1101,3
1102,1
1103,1
1104,1
1105,0
1106,0
1107,1
1108,0
1109,1
1110,3
1111,3
1112,1
1113,1
1114,0
1115,1
1116,1
1117,0
1118,3
1119,1
1120,3
1121,1
1122,3
1123,1
1124,1
1125,1
1126,0
1127,3
1128,0
1129,1
1130,3
1131,1
1132,3
1133,3
1134,0
1135,1
1136,3
1137,1
1138,3
1139,3
1140,1
1141,0
1142,0
1143,1
1144,1
1145,1
1146,1
1147,0
1148,0
1149,3
1150,3
1151,3
1152,1
1153,3
1154,1
1155,1
1156,1
1157,1
1158,1
1159,1
1160,1
1161,1
1162,3
1163,1
1164,1
1165,1
1166,3
1167,1
1168,1
1169,3
1170,1
1171,1
1172,0
1173,0
1174,0
1175,3
1176,1
1177,0
1178,3
1179,1
1180,1
1181,0
1182,1
1183,3
1184,3
1185,1
1186,3
1187,1
1188,3
1189,1
1190,1
1191,1
1192,3
1193,1
1194,3
1195,3
1196,3
1197,1
1198,1
1199,1
1200,1
1201,1
1202,1
1203,1
1204,3
1205,3
1206,1
1207,1
1208,0
1209,1
1210,1
1211,1
1212,1
1213,1
1214,3
1215,1
1216,3
1217,1
1218,1
1219,1
1220,1
1221,1
1222,1
1223,0
1224,1
1225,1
1226,0
1227,1
1228,1
1229,0
1230,0
1231,1
1232,0
1233,3
1234,1
1235,1
1236,3
1237,0
1238,1
1239,1
1240,1
1241,1
1242,3
1243,1
1244,0
1245,0
1246,1
1247,1
1248,2
1249,1
1250,3
1251,3
1252,1
1253,1
1254,1
1255,1
1256,1
1257,3
1258,0
1259,0
1260,1
1261,0
1262,0
1263,3
1264,1
1265,3
1266,1
1267,0
1268,0
1269,1
1270,0
1271,1
1272,3
1273,3
1274,1
1275,2
1276,2
1277,1
1278,3
1279,1
1280,1
1281,1
1282,1
1283,1
1284,0
1285,0
1286,1
1287,0
1288,1
1289,1
1290,3
1291,0
1292,1
1293,3
1294,1
1295,0
1296,1
1297,3
1298,3
1299,1
1300,1
1301,1
1302,3
1303,0
1304,2
1305,0
1306,2
1307,1
1308,1
1309,1
1310,0
1311,1
1312,1
1313,0
1314,1
1315,3
1316,1
1317,1
1318,0
1319,1
1320,3
1321,2
1322,1
1323,0
1324,3
1325,3
1326,1
1327,1
1328,1
1329,1
1330,3
1331,0
1332,1
1333,1
1334,1
1335,1
1336,2
1337,2
1338,3
1339,0
1340,1
1341,1
1342,1
1343,1
1344,1
1345,1
1346,0
1347,1
1348,0
1349,0
1350,1
1351,1
1352,0
1353,1
1354,1
1355,1
1356,0
1357,0
1358,3
1359,1
1360,1
1361,1
1362,0
1363,0
1364,1
1365,1
1366,1
1367,3
1368,1
1369,1
1370,3
1371,3
1372,0
1373,0
1374,0
1375,1
1376,0
1377,0
1378,1
1379,1
1380,0
1381,3
1382,0
1383,1
1384,3
1385,1
1386,3
1387,1
1388,3
1389,1
1390,0
1391,1
1392,3
1393,0
1394,1
1395,0
1396,3
1397,1
1398,2
1399,0
1400,0
1401,3
1402,3
1403,1
1404,1
1405,1
1406,1
1407,3
1408,1
1409,1
1410,1
1411,1
1412,3
1413,1
1414,1
1415,1
1416,1
1417,3
1418,1
1419,1
1420,1
1421,3
1422,3
1423,3
1424,1
1425,3
1426,1
1427,1
1428,1
1429,1
1430,1
1431,1
1432,1
1433,1
1434,1
1435,1
1436,1
1437,1
1438,1
1439,0
1440,1
1441,1
1442,1
1443,1
1444,1
1445,1
1446,1
1447,1
1448,1
1449,0
1450,1
1451,0
1452,0
1453,1
1454,1
1455,1
1456,1
1457,1
1458,1
1459,1
1460,3
1461,1
1462,1
1463,1
1464,3
1465,1
1466,1
1467,1
1468,1
1469,1
1470,2
1471,2
1472,1
1473,0
1474,1
1475,1
1476,1
1477,1
1478,1
1479,1
1480,2
1481,2
1482,1
1483,1
1484,1
1485,3
1486,1
1487,1
1488,1
1489,3
1490,1
1491,3
1492,1
1493,1
1494,3
1495,1
1496,0
1497,0
1498,1
1499,0
1500,0
1501,1
1502,1
1503,1
1504,1
1505,3
1506,1
1507,3
1508,1
1509,0
1510,0
1511,0
1512,0
1513,0
1514,1
1515,3
1516,1
1517,3
1518,1
1519,1
1520,1
1521,2
1522,2
1523,1
1524,3
1525,0
1526,3
1527,1
1528,2
1529,1
1530,1
1531,1
1532,1
1533,1
1534,1
1535,0
1536,1
1537,1
1538,1
1539,1
1540,2
1541,2
1542,0
1543,1
1544,1
1545,1
1546,1
1547,1
